S	I	R	t
109.579	191.185	97.2511	0.7
108.767	191.244	97.9889	0.705
107.964	191.296	98.725	0.71
107.17	191.341	99.4596	0.715
106.385	191.377	100.193	0.72
105.61	191.407	100.924	0.725
104.843	191.429	101.654	0.73
104.086	191.443	102.381	0.735
103.338	191.451	103.108	0.74
102.598	191.451	103.832	0.745
101.868	191.444	104.554	0.75
101.146	191.43	105.275	0.755
100.433	191.41	105.994	0.76
99.7291	191.382	106.711	0.765
99.0336	191.348	107.426	0.77
98.3468	191.308	108.139	0.775
97.6686	191.26	108.85	0.78
96.9989	191.207	109.558	0.785
96.3376	191.147	110.265	0.79
95.6847	191.081	110.97	0.795
95.0402	191.008	111.673	0.8
94.4039	190.93	112.373	0.805
93.7759	190.845	113.072	0.81
93.156	190.755	113.768	0.815
92.5442	190.658	114.462	0.82
91.9405	190.556	115.153	0.825
91.3447	190.448	115.843	0.83
90.7568	190.335	116.53	0.835
90.1768	190.216	117.215	0.84
89.6046	190.092	117.897	0.845
89.0401	189.963	118.577	0.85
88.4832	189.828	119.255	0.855
87.934	189.688	119.93	0.86
87.3923	189.543	120.603	0.865
86.8581	189.393	121.274	0.87
86.3312	189.238	121.942	0.875
85.8118	189.078	122.608	0.88
85.2996	188.914	123.271	0.885
84.7947	188.745	123.931	0.89
84.2969	188.571	124.589	0.895
83.8062	188.393	125.245	0.9
83.3226	188.21	125.898	0.905
82.8459	188.023	126.548	0.91
82.3761	187.832	127.196	0.915
81.9132	187.637	127.841	0.92
81.4571	187.437	128.484	0.925
81.0077	187.234	129.124	0.93
80.565	187.026	129.761	0.935
80.1289	186.815	130.395	0.94
79.6993	186.599	131.027	0.945
79.2762	186.381	131.656	0.95
78.8595	186.158	132.283	0.955
78.4491	185.932	132.907	0.96
78.0451	185.702	133.528	0.965
77.6473	185.469	134.146	0.97
77.2556	185.232	134.762	0.975
76.8701	184.993	135.375	0.98
76.4906	184.75	135.985	0.985
76.1172	184.503	136.592	0.99
75.7496	184.254	137.196	0.995
75.388	184.002	137.798	1
75.0321	183.747	138.397	1.005
74.6821	183.488	138.993	1.01
74.3377	183.228	139.586	1.015
73.9989	182.964	140.177	1.02
73.6658	182.697	140.764	1.025
73.3382	182.428	141.349	1.03
73.0161	182.157	141.931	1.035
72.6993	181.883	142.51	1.04
72.388	181.606	143.086	1.045
72.0819	181.327	143.659	1.05
71.7811	181.046	144.23	1.055
71.4855	180.762	144.797	1.06
71.1951	180.477	145.362	1.065
70.9097	180.189	145.924	1.07
70.6294	179.899	146.483	1.075
70.354	179.607	147.039	1.08
70.0836	179.313	147.592	1.085
69.818	179.017	148.142	1.09
69.5573	178.719	148.689	1.095
69.3014	178.419	149.234	1.1
69.0502	178.118	149.775	1.105
68.8036	177.815	150.314	1.11
68.5617	177.51	150.849	1.115
68.3243	177.204	151.382	1.12
68.0915	176.896	151.912	1.125
67.8631	176.587	152.439	1.13
67.6392	176.276	152.963	1.135
67.4196	175.964	153.484	1.14
67.2044	175.65	154.003	1.145
66.9935	175.335	154.518	1.15
66.7867	175.019	155.03	1.155
66.5842	174.702	155.54	1.16
66.3858	174.383	156.047	1.165
66.1915	174.063	156.55	1.17
66.0013	173.742	157.051	1.175
65.8151	173.421	157.549	1.18
65.6328	173.098	158.044	1.185
65.4544	172.774	158.536	1.19
65.2799	172.449	159.025	1.195
65.1093	172.124	159.512	1.2
64.9424	171.797	159.995	1.205
64.7793	171.47	160.476	1.21
64.6199	171.142	160.953	1.215
64.4641	170.813	161.428	1.22
64.312	170.484	161.9	1.225
64.1634	170.154	162.369	1.23
64.0184	169.823	162.835	1.235
63.8769	169.492	163.299	1.24
63.7388	169.16	163.759	1.245
63.6041	168.828	164.217	1.25
63.4729	168.495	164.671	1.255
63.3449	168.162	165.123	1.26
63.2203	167.828	165.572	1.265
63.099	167.494	166.018	1.27
62.9808	167.16	166.462	1.275
62.8659	166.826	166.902	1.28
62.7541	166.491	167.34	1.285
62.6454	166.156	167.775	1.29
62.5399	165.82	168.207	1.295
62.4373	165.485	168.636	1.3
62.3378	165.149	169.063	1.305
62.2412	164.813	169.487	1.31
62.1476	164.477	169.908	1.315
62.0569	164.141	170.326	1.32
61.9691	163.805	170.741	1.325
61.8841	163.469	171.154	1.33
61.802	163.133	171.564	1.335
61.7226	162.797	171.971	1.34
61.6459	162.461	172.375	1.345
61.572	162.125	172.777	1.35
61.5007	161.789	173.176	1.355
61.4321	161.454	173.572	1.36
61.3661	161.118	173.965	1.365
61.3027	160.783	174.356	1.37
61.2418	160.448	174.744	1.375
61.1835	160.113	175.129	1.38
61.1277	159.778	175.512	1.385
61.0743	159.444	175.892	1.39
61.0234	159.11	176.27	1.395
60.9749	158.776	176.644	1.4
60.9287	158.442	177.016	1.405
60.8849	158.109	177.386	1.41
60.8435	157.777	177.752	1.415
60.8043	157.444	178.117	1.42
60.7674	157.112	178.478	1.425
60.7328	156.781	178.837	1.43
60.7004	156.449	179.193	1.435
60.6701	156.119	179.547	1.44
60.642	155.788	179.898	1.445
60.6161	155.459	180.247	1.45
60.5923	155.13	180.593	1.455
60.5706	154.801	180.936	1.46
60.5509	154.473	181.277	1.465
60.5332	154.145	181.615	1.47
60.5176	153.818	181.951	1.475
60.504	153.491	182.284	1.48
60.4923	153.166	182.615	1.485
60.4826	152.84	182.944	1.49
60.4748	152.516	183.269	1.495
60.4689	152.192	183.593	1.5
60.4649	151.868	183.914	1.505
60.4627	151.546	184.232	1.51
60.4623	151.223	184.548	1.515
60.4638	150.902	184.861	1.52
60.467	150.581	185.172	1.525
60.472	150.262	185.481	1.53
60.4787	149.942	185.787	1.535
60.4872	149.624	186.091	1.54
60.4973	149.306	186.393	1.545
60.5091	148.989	186.692	1.55
60.5226	148.673	186.988	1.555
60.5377	148.358	187.283	1.56
60.5545	148.043	187.575	1.565
60.5728	147.729	187.864	1.57
60.5927	147.416	188.152	1.575
60.6142	147.104	188.436	1.58
60.6372	146.792	188.719	1.585
60.6617	146.482	188.999	1.59
60.6877	146.172	189.277	1.595
60.7152	145.863	189.553	1.6
60.7442	145.555	189.827	1.605
60.7746	145.248	190.098	1.61
60.8064	144.942	190.367	1.615
60.8397	144.636	190.634	1.62
60.8743	144.332	190.898	1.625
60.9104	144.028	191.16	1.63
60.9477	143.725	191.42	1.635
60.9864	143.424	191.678	1.64
61.0265	143.123	191.934	1.645
61.0678	142.823	192.187	1.65
61.1105	142.524	192.439	1.655
61.1544	142.225	192.688	1.66
61.1995	141.928	192.935	1.665
61.2459	141.632	193.18	1.67
61.2936	141.337	193.422	1.675
61.3424	141.042	193.663	1.68
61.3924	140.749	193.901	1.685
61.4437	140.457	194.138	1.69
61.496	140.165	194.372	1.695
61.5496	139.875	194.604	1.7
61.6042	139.585	194.834	1.705
61.66	139.297	195.062	1.71
61.7169	139.009	195.288	1.715
61.7749	138.723	195.512	1.72
61.8339	138.437	195.734	1.725
61.894	138.153	195.954	1.73
61.9552	137.869	196.172	1.735
62.0174	137.587	196.388	1.74
62.0806	137.305	196.602	1.745
62.1448	137.025	196.814	1.75
62.21	136.745	197.024	1.755
62.2762	136.467	197.232	1.76
62.3434	136.189	197.438	1.765
62.4115	135.913	197.642	1.77
62.4806	135.637	197.844	1.775
62.5506	135.363	198.045	1.78
62.6215	135.09	198.243	1.785
62.6933	134.817	198.44	1.79
62.766	134.546	198.634	1.795
62.8396	134.276	198.827	1.8
62.914	134.007	199.018	1.805
62.9893	133.739	199.207	1.81
63.0655	133.471	199.394	1.815
63.1425	133.205	199.579	1.82
63.2203	132.94	199.763	1.825
63.2989	132.676	199.944	1.83
63.3783	132.413	200.124	1.835
63.4585	132.151	200.302	1.84
63.5395	131.891	200.478	1.845
63.6212	131.631	200.653	1.85
63.7037	131.372	200.826	1.855
63.7869	131.114	200.997	1.86
63.8709	130.858	201.166	1.865
63.9556	130.602	201.333	1.87
64.041	130.348	201.499	1.875
64.1271	130.094	201.663	1.88
64.2139	129.842	201.825	1.885
64.3014	129.59	201.986	1.89
64.3895	129.34	202.145	1.895
64.4783	129.091	202.302	1.9
64.5678	128.843	202.458	1.905
64.6579	128.596	202.612	1.91
64.7486	128.349	202.764	1.915
64.84	128.104	202.914	1.92
64.932	127.86	203.063	1.925
65.0245	127.618	203.211	1.93
65.1177	127.376	203.357	1.935
65.2114	127.135	203.501	1.94
65.3058	126.895	203.643	1.945
65.4007	126.656	203.784	1.95
65.4961	126.419	203.924	1.955
65.5921	126.182	204.061	1.96
65.6887	125.946	204.198	1.965
65.7857	125.712	204.332	1.97
65.8833	125.478	204.465	1.975
65.9815	125.246	204.597	1.98
66.0801	125.015	204.727	1.985
66.1792	124.784	204.856	1.99
66.2788	124.555	204.983	1.995
66.3789	124.327	205.108	2
66.4795	124.1	205.233	2.005
66.5805	123.873	205.355	2.01
66.682	123.648	205.476	2.015
66.7839	123.424	205.596	2.02
66.8863	123.201	205.714	2.025
66.9891	122.979	205.831	2.03
67.0924	122.758	205.947	2.035
67.196	122.538	206.061	2.04
67.3001	122.319	206.173	2.045
67.4046	122.101	206.284	2.05
67.5095	121.884	206.394	2.055
67.6148	121.668	206.502	2.06
67.7204	121.454	206.609	2.065
67.8264	121.24	206.715	2.07
67.9328	121.027	206.819	2.075
68.0396	120.815	206.922	2.08
68.1467	120.604	207.024	2.085
68.2542	120.395	207.124	2.09
68.362	120.186	207.223	2.095
68.4701	119.978	207.321	2.1
68.5786	119.772	207.417	2.105
68.6874	119.566	207.512	2.11
68.7965	119.361	207.606	2.115
68.9059	119.157	207.698	2.12
69.0156	118.955	207.789	2.125
69.1257	118.753	207.879	2.13
69.236	118.552	207.968	2.135
69.3465	118.352	208.055	2.14
69.4574	118.154	208.141	2.145
69.5685	117.956	208.226	2.15
69.68	117.759	208.31	2.155
69.7916	117.563	208.392	2.16
69.9035	117.369	208.473	2.165
70.0157	117.175	208.553	2.17
70.1281	116.982	208.632	2.175
70.2407	116.79	208.71	2.18
70.3536	116.599	208.786	2.185
70.4667	116.409	208.861	2.19
70.58	116.22	208.936	2.195
70.6935	116.032	209.009	2.2
70.8072	115.845	209.08	2.205
70.9212	115.659	209.151	2.21
71.0353	115.474	209.221	2.215
71.1496	115.29	209.289	2.22
71.2641	115.107	209.356	2.225
71.3788	114.925	209.423	2.23
71.4937	114.743	209.488	2.235
71.6087	114.563	209.552	2.24
71.7239	114.383	209.615	2.245
71.8393	114.205	209.677	2.25
71.9548	114.027	209.737	2.255
72.0705	113.851	209.797	2.26
72.1863	113.675	209.856	2.265
72.3022	113.5	209.913	2.27
72.4183	113.327	209.97	2.275
72.5345	113.154	210.026	2.28
72.6508	112.982	210.08	2.285
72.7673	112.811	210.134	2.29
72.8839	112.64	210.186	2.295
73.0006	112.471	210.238	2.3
73.1174	112.303	210.288	2.305
73.2343	112.136	210.338	2.31
73.3512	111.969	210.386	2.315
73.4683	111.803	210.434	2.32
73.5855	111.639	210.48	2.325
73.7028	111.475	210.526	2.33
73.8201	111.312	210.571	2.335
73.9375	111.15	210.614	2.34
74.055	110.989	210.657	2.345
74.1726	110.828	210.699	2.35
74.2902	110.669	210.74	2.355
74.4079	110.511	210.78	2.36
74.5256	110.353	210.819	2.365
74.6434	110.196	210.857	2.37
74.7612	110.04	210.894	2.375
74.8791	109.885	210.931	2.38
74.997	109.731	210.966	2.385
75.1149	109.578	211.001	2.39
75.2329	109.426	211.035	2.395
75.3509	109.274	211.068	2.4
75.4689	109.123	211.1	2.405
75.587	108.973	211.131	2.41
75.705	108.824	211.161	2.415
75.8231	108.676	211.191	2.42
75.9412	108.529	211.219	2.425
76.0593	108.382	211.247	2.43
76.1774	108.237	211.274	2.435
76.2954	108.092	211.3	2.44
76.4135	107.948	211.326	2.445
76.5316	107.805	211.35	2.45
76.6496	107.662	211.374	2.455
76.7677	107.521	211.397	2.46
76.8857	107.38	211.419	2.465
77.0037	107.24	211.441	2.47
77.1216	107.101	211.461	2.475
77.2395	106.963	211.481	2.48
77.3574	106.826	211.501	2.485
77.4753	106.689	211.519	2.49
77.5931	106.553	211.537	2.495
77.7109	106.418	211.554	2.5
77.8286	106.284	211.57	2.505
77.9463	106.151	211.585	2.51
78.0639	106.018	211.6	2.515
78.1814	105.886	211.614	2.52
78.299	105.755	211.627	2.525
78.4164	105.625	211.64	2.53
78.5338	105.495	211.652	2.535
78.6511	105.366	211.663	2.54
78.7683	105.238	211.673	2.545
78.8854	105.111	211.683	2.55
79.0025	104.985	211.692	2.555
79.1195	104.859	211.701	2.56
79.2364	104.734	211.709	2.565
79.3533	104.61	211.716	2.57
79.47	104.487	211.722	2.575
79.5866	104.364	211.728	2.58
79.7032	104.242	211.733	2.585
79.8196	104.121	211.738	2.59
79.936	104.001	211.742	2.595
80.0522	103.881	211.745	2.6
80.1684	103.762	211.748	2.605
80.2844	103.644	211.75	2.61
80.4003	103.527	211.751	2.615
80.5161	103.41	211.752	2.62
80.6318	103.294	211.753	2.625
80.7474	103.179	211.752	2.63
80.8628	103.064	211.751	2.635
80.9781	102.951	211.75	2.64
81.0933	102.838	211.748	2.645
81.2084	102.725	211.745	2.65
81.3233	102.614	211.742	2.655
81.4381	102.503	211.738	2.66
81.5528	102.393	211.734	2.665
81.6673	102.283	211.729	2.67
81.7817	102.174	211.723	2.675
81.8959	102.066	211.717	2.68
82.01	101.959	211.711	2.685
82.1239	101.852	211.704	2.69
82.2377	101.746	211.696	2.695
82.3513	101.641	211.688	2.7
82.4648	101.536	211.679	2.705
82.5781	101.432	211.67	2.71
82.6913	101.329	211.66	2.715
82.8043	101.226	211.65	2.72
82.9171	101.124	211.64	2.725
83.0298	101.023	211.628	2.73
83.1423	100.922	211.617	2.735
83.2546	100.822	211.605	2.74
83.3668	100.723	211.592	2.745
83.4788	100.625	211.579	2.75
83.5906	100.527	211.565	2.755
83.7022	100.429	211.551	2.76
83.8136	100.333	211.537	2.765
83.9249	100.237	211.522	2.77
84.036	100.141	211.506	2.775
84.1469	100.047	211.49	2.78
84.2576	99.9526	211.474	2.785
84.3681	99.8592	211.457	2.79
84.4784	99.7665	211.44	2.795
84.5885	99.6743	211.422	2.8
84.6985	99.5828	211.404	2.805
84.8082	99.492	211.386	2.81
84.9177	99.4017	211.367	2.815
85.0271	99.3121	211.348	2.82
85.1362	99.2231	211.328	2.825
85.2451	99.1348	211.308	2.83
85.3538	99.047	211.287	2.835
85.4623	98.9599	211.266	2.84
85.5706	98.8734	211.245	2.845
85.6787	98.7875	211.223	2.85
85.7866	98.7021	211.201	2.855
85.8942	98.6174	211.179	2.86
86.0016	98.5334	211.156	2.865
86.1089	98.4499	211.132	2.87
86.2159	98.367	211.109	2.875
86.3226	98.2847	211.085	2.88
86.4292	98.2029	211.061	2.885
86.5355	98.1218	211.036	2.89
86.6416	98.0413	211.011	2.895
86.7475	97.9614	210.985	2.9
86.8531	97.882	210.96	2.905
86.9585	97.8032	210.934	2.91
87.0637	97.725	210.907	2.915
87.1686	97.6474	210.88	2.92
87.2734	97.5703	210.853	2.925
87.3778	97.4938	210.826	2.93
87.4821	97.4179	210.798	2.935
87.5861	97.3426	210.77	2.94
87.6898	97.2678	210.742	2.945
87.7933	97.1935	210.713	2.95
87.8966	97.1199	210.684	2.955
87.9996	97.0468	210.655	2.96
88.1024	96.9742	210.625	2.965
88.2049	96.9022	210.595	2.97
88.3072	96.8308	210.565	2.975
88.4092	96.7598	210.534	2.98
88.511	96.6895	210.504	2.985
88.6125	96.6197	210.472	2.99
88.7138	96.5504	210.441	2.995
88.8148	96.4816	210.41	3
88.9155	96.4134	210.378	3.005
89.016	96.3458	210.345	3.01
89.1163	96.2786	210.313	3.015
89.2162	96.212	210.28	3.02
89.3159	96.1459	210.247	3.025
89.4154	96.0803	210.214	3.03
89.5146	96.0153	210.181	3.035
89.6135	95.9508	210.147	3.04
89.7122	95.8868	210.113	3.045
89.8106	95.8233	210.079	3.05
89.9087	95.7603	210.044	3.055
90.0065	95.6978	210.01	3.06
90.1041	95.6359	209.975	3.065
90.2014	95.5744	209.94	3.07
90.2985	95.5135	209.904	3.075
90.3953	95.453	209.869	3.08
90.4918	95.3931	209.833	3.085
90.588	95.3336	209.797	3.09
90.6839	95.2746	209.761	3.095
90.7796	95.2162	209.724	3.1
90.875	95.1582	209.687	3.105
90.9701	95.1007	209.651	3.11
91.0649	95.0437	209.614	3.115
91.1595	94.9872	209.576	3.12
91.2537	94.9312	209.539	3.125
91.3477	94.8756	209.501	3.13
91.4414	94.8205	209.463	3.135
91.5348	94.7659	209.425	3.14
91.628	94.7118	209.387	3.145
91.7208	94.6581	209.349	3.15
91.8134	94.605	209.31	3.155
91.9057	94.5522	209.271	3.16
91.9976	94.5	209.232	3.165
92.0893	94.4482	209.193	3.17
92.1807	94.3969	209.154	3.175
92.2719	94.346	209.115	3.18
92.3627	94.2956	209.075	3.185
92.4532	94.2456	209.035	3.19
92.5435	94.1961	208.995	3.195
92.6334	94.147	208.955	3.2
92.7231	94.0984	208.915	3.205
92.8124	94.0502	208.875	3.21
92.9015	94.0025	208.834	3.215
92.9903	93.9552	208.793	3.22
93.0787	93.9084	208.753	3.225
93.1669	93.862	208.712	3.23
93.2548	93.816	208.671	3.235
93.3424	93.7705	208.629	3.24
93.4296	93.7254	208.588	3.245
93.5166	93.6807	208.547	3.25
93.6033	93.6365	208.505	3.255
93.6897	93.5927	208.463	3.26
93.7757	93.5493	208.421	3.265
93.8615	93.5063	208.38	3.27
93.947	93.4638	208.337	3.275
94.0322	93.4216	208.295	3.28
94.117	93.3799	208.253	3.285
94.2016	93.3386	208.211	3.29
94.2858	93.2977	208.168	3.295
94.3698	93.2572	208.126	3.3
94.4534	93.2172	208.083	3.305
94.5368	93.1775	208.04	3.31
94.6198	93.1382	207.997	3.315
94.7025	93.0994	207.954	3.32
94.785	93.0609	207.911	3.325
94.8671	93.0229	207.868	3.33
94.9489	92.9852	207.825	3.335
95.0304	92.9479	207.781	3.34
95.1116	92.9111	207.738	3.345
95.1924	92.8746	207.694	3.35
95.273	92.8385	207.651	3.355
95.3533	92.8028	207.607	3.36
95.4332	92.7674	207.563	3.365
95.5128	92.7325	207.52	3.37
95.5922	92.698	207.476	3.375
95.6712	92.6638	207.432	3.38
95.7499	92.63	207.388	3.385
95.8283	92.5966	207.344	3.39
95.9064	92.5635	207.3	3.395
95.9841	92.5308	207.255	3.4
96.0616	92.4985	207.211	3.405
96.1387	92.4666	207.167	3.41
96.2156	92.435	207.122	3.415
96.2921	92.4038	207.078	3.42
96.3683	92.373	207.034	3.425
96.4442	92.3425	206.989	3.43
96.5197	92.3124	206.945	3.435
96.595	92.2826	206.9	3.44
96.6699	92.2532	206.855	3.445
96.7446	92.2242	206.811	3.45
96.8189	92.1955	206.766	3.455
96.8929	92.1671	206.721	3.46
96.9666	92.1391	206.676	3.465
97.0399	92.1115	206.632	3.47
97.113	92.0842	206.587	3.475
97.1857	92.0572	206.542	3.48
97.2582	92.0306	206.497	3.485
97.3303	92.0043	206.452	3.49
97.4021	91.9784	206.407	3.495
97.4735	91.9528	206.362	3.5
97.5447	91.9275	206.317	3.505
97.6155	91.9025	206.272	3.51
97.6861	91.8779	206.227	3.515
97.7563	91.8537	206.182	3.52
97.8262	91.8297	206.137	3.525
97.8957	91.8061	206.092	3.53
97.965	91.7828	206.047	3.535
98.034	91.7598	206.002	3.54
98.1026	91.7372	205.957	3.545
98.1709	91.7149	205.912	3.55
98.2389	91.6928	205.867	3.555
98.3066	91.6711	205.822	3.56
98.3739	91.6498	205.777	3.565
98.441	91.6287	205.732	3.57
98.5077	91.6079	205.687	3.575
98.5741	91.5875	205.642	3.58
98.6402	91.5673	205.597	3.585
98.706	91.5475	205.552	3.59
98.7715	91.528	205.507	3.595
98.8366	91.5088	205.462	3.6
98.9015	91.4898	205.417	3.605
98.966	91.4712	205.372	3.61
99.0302	91.4529	205.327	3.615
99.0941	91.4349	205.282	3.62
99.1576	91.4171	205.237	3.625
99.2209	91.3997	205.192	3.63
99.2838	91.3825	205.147	3.635
99.3464	91.3657	205.102	3.64
99.4088	91.3491	205.057	3.645
99.4708	91.3328	205.012	3.65
99.5324	91.3168	204.968	3.655
99.5938	91.3011	204.923	3.66
99.6548	91.2857	204.878	3.665
99.7156	91.2705	204.834	3.67
99.776	91.2557	204.789	3.675
99.8361	91.2411	204.744	3.68
99.8959	91.2267	204.7	3.685
99.9554	91.2127	204.655	3.69
100.015	91.1989	204.611	3.695
100.073	91.1854	204.566	3.7
100.132	91.1722	204.522	3.705
100.19	91.1592	204.478	3.71
100.248	91.1465	204.433	3.715
100.306	91.1341	204.389	3.72
100.363	91.1219	204.345	3.725
100.42	91.11	204.301	3.73
100.477	91.0984	204.256	3.735
100.533	91.087	204.212	3.74
100.589	91.0759	204.168	3.745
100.645	91.065	204.124	3.75
100.7	91.0544	204.08	3.755
100.755	91.044	204.037	3.76
100.81	91.0339	203.993	3.765
100.865	91.024	203.949	3.77
100.919	91.0144	203.905	3.775
100.973	91.005	203.862	3.78
101.026	90.9959	203.818	3.785
101.08	90.987	203.775	3.79
101.133	90.9784	203.731	3.795
101.185	90.97	203.688	3.8
101.238	90.9619	203.645	3.805
101.29	90.9539	203.601	3.81
101.341	90.9463	203.558	3.815
101.393	90.9388	203.515	3.82
101.444	90.9316	203.472	3.825
101.495	90.9246	203.429	3.83
101.545	90.9179	203.386	3.835
101.595	90.9114	203.343	3.84
101.645	90.9051	203.301	3.845
101.695	90.899	203.258	3.85
101.744	90.8932	203.215	3.855
101.793	90.8876	203.173	3.86
101.842	90.8822	203.13	3.865
101.89	90.877	203.088	3.87
101.938	90.872	203.046	3.875
101.986	90.8673	203.004	3.88
102.034	90.8628	202.961	3.885
102.081	90.8585	202.919	3.89
102.128	90.8544	202.877	3.895
102.174	90.8505	202.836	3.9
102.221	90.8469	202.794	3.905
102.267	90.8434	202.752	3.91
102.312	90.8402	202.71	3.915
102.358	90.8371	202.669	3.92
102.403	90.8343	202.628	3.925
102.448	90.8317	202.586	3.93
102.492	90.8293	202.545	3.935
102.536	90.827	202.504	3.94
102.58	90.825	202.463	3.945
102.624	90.8232	202.422	3.95
102.667	90.8216	202.381	3.955
102.71	90.8201	202.34	3.96
102.753	90.8189	202.299	3.965
102.796	90.8179	202.259	3.97
102.838	90.817	202.218	3.975
102.88	90.8164	202.178	3.98
102.921	90.8159	202.138	3.985
102.963	90.8156	202.097	3.99
103.004	90.8155	202.057	3.995
103.044	90.8156	202.017	4
103.085	90.8159	201.977	4.005
103.125	90.8164	201.937	4.01
103.165	90.817	201.898	4.015
103.204	90.8178	201.858	4.02
103.244	90.8188	201.819	4.025
103.283	90.82	201.779	4.03
103.322	90.8214	201.74	4.035
103.36	90.8229	201.701	4.04
103.398	90.8246	201.662	4.045
103.436	90.8265	201.623	4.05
103.474	90.8285	201.584	4.055
103.511	90.8308	201.545	4.06
103.548	90.8331	201.506	4.065
103.585	90.8357	201.468	4.07
103.621	90.8384	201.429	4.075
103.657	90.8413	201.391	4.08
103.693	90.8444	201.353	4.085
103.729	90.8476	201.315	4.09
