S	I	R	t
300	100	0	0
298.493	100.984	0.512673	0.005
296.976	101.972	1.03037	0.01
295.455	102.962	1.55186	0.015
293.927	103.953	2.07714	0.02
292.394	104.946	2.60621	0.025
290.856	105.941	3.13906	0.03
289.313	106.936	3.6757	0.035
287.765	107.933	4.21612	0.04
286.212	108.93	4.7603	0.045
284.655	109.928	5.30826	0.05
283.093	110.927	5.85998	0.055
281.528	111.926	6.41546	0.06
279.958	112.925	6.97469	0.065
278.384	113.924	7.53765	0.07
276.807	114.923	8.10434	0.075
275.226	115.922	8.67475	0.08
273.643	116.92	9.24887	0.085
272.056	117.917	9.82668	0.09
270.466	118.913	10.4082	0.095
268.874	119.909	10.9933	0.1
267.279	120.902	11.5821	0.105
265.682	121.895	12.1746	0.11
264.083	122.886	12.7706	0.115
262.482	123.875	13.3703	0.12
260.88	124.862	13.9735	0.125
259.276	125.846	14.5804	0.13
257.671	126.829	15.1907	0.135
256.065	127.808	15.8046	0.14
254.458	128.785	16.4219	0.145
252.85	129.759	17.0428	0.15
251.242	130.73	17.667	0.155
249.634	131.698	18.2947	0.16
248.026	132.662	18.9258	0.165
246.418	133.622	19.5603	0.17
244.811	134.579	20.1981	0.175
243.204	135.531	20.8393	0.18
241.598	136.48	21.4837	0.185
239.993	137.424	22.1314	0.19
238.39	138.363	22.7823	0.195
236.788	139.298	23.4364	0.2
235.187	140.227	24.0936	0.205
233.589	141.152	24.754	0.21
231.992	142.072	25.4175	0.215
230.398	142.986	26.084	0.22
228.806	143.894	26.7536	0.225
227.217	144.797	27.4261	0.23
225.631	145.694	28.1016	0.235
224.048	146.584	28.78	0.24
222.469	147.469	29.4612	0.245
220.892	148.347	30.1453	0.25
219.32	149.219	30.8322	0.255
217.751	150.084	31.5218	0.26
216.186	150.942	32.2142	0.265
214.626	151.794	32.9092	0.27
213.07	152.638	33.6068	0.275
211.518	153.475	34.3071	0.28
209.971	154.304	35.0098	0.285
208.429	155.127	35.7151	0.29
206.893	155.941	36.4228	0.295
205.361	156.748	37.1329	0.3
203.835	157.547	37.8453	0.305
202.315	158.338	38.5601	0.31
200.8	159.121	39.2771	0.315
199.292	159.896	39.9964	0.32
197.789	160.662	40.7178	0.325
196.293	161.42	41.4413	0.33
194.803	162.169	42.1669	0.335
193.32	162.91	42.8946	0.34
191.844	163.642	43.6242	0.345
190.374	164.365	44.3557	0.35
188.911	165.08	45.0891	0.355
187.456	165.785	45.8243	0.36
186.007	166.481	46.5612	0.365
184.566	167.168	47.2999	0.37
183.133	167.846	48.0403	0.375
181.707	168.515	48.7823	0.38
180.289	169.174	49.5258	0.385
178.879	169.824	50.2709	0.39
177.477	170.464	51.0174	0.395
176.083	171.095	51.7653	0.4
174.697	171.716	52.5146	0.405
173.32	172.328	53.2652	0.41
171.951	172.93	54.017	0.415
170.59	173.522	54.77	0.42
169.238	174.104	55.5242	0.425
167.895	174.677	56.2794	0.43
166.561	175.24	57.0357	0.435
165.235	175.792	57.793	0.44
163.919	176.335	58.5512	0.445
162.611	176.868	59.3103	0.45
161.313	177.391	60.0702	0.455
160.023	177.904	60.8308	0.46
158.743	178.407	61.5922	0.465
157.473	178.9	62.3542	0.47
156.211	179.384	63.1169	0.475
154.96	179.857	63.8801	0.48
153.717	180.32	64.6438	0.485
152.484	180.773	65.408	0.49
151.261	181.216	66.1725	0.495
150.047	181.649	66.9374	0.5
148.843	182.072	67.7026	0.505
147.649	182.485	68.4681	0.51
146.465	182.889	69.2337	0.515
145.29	183.282	69.9995	0.52
144.125	183.665	70.7654	0.525
142.97	184.039	71.5313	0.53
141.825	184.403	72.2972	0.535
140.689	184.757	73.063	0.54
139.564	185.101	73.8287	0.545
138.448	185.435	74.5942	0.55
137.343	185.76	75.3596	0.555
136.247	186.075	76.1246	0.56
135.161	186.38	76.8894	0.565
134.086	186.676	77.6538	0.57
133.02	186.962	78.4178	0.575
131.964	187.239	79.1813	0.58
130.918	187.506	79.9443	0.585
129.883	187.764	80.7068	0.59
128.857	188.012	81.4686	0.595
127.841	188.251	82.2299	0.6
126.835	188.481	82.9904	0.605
125.838	188.702	83.7502	0.61
124.852	188.914	84.5092	0.615
123.876	189.117	85.2674	0.62
122.91	189.31	86.0247	0.625
121.953	189.495	86.7811	0.63
121.006	189.671	87.5365	0.635
120.069	189.838	88.291	0.64
119.142	189.996	89.0444	0.645
118.225	190.146	89.7967	0.65
117.317	190.287	90.5479	0.655
116.419	190.42	91.2979	0.66
115.531	190.544	92.0467	0.665
114.652	190.66	92.7942	0.67
113.783	190.768	93.5405	0.675
112.923	190.867	94.2854	0.68
112.073	190.959	95.029	0.685
111.232	191.042	95.7712	0.69
110.401	191.117	96.5119	0.695
