S	I	R	e	d	dI	f	t
300	100	0	0.176	0.16	4	12	0
276.867	103.602	15.5365	0.174242	0.158402	4.14408	11.0747	0.04
255.305	106.517	29.999	0.172401	0.156729	4.26068	10.2122	0.08
235.375	108.713	43.4445	0.170514	0.155013	4.34852	9.41499	0.12
217.038	110.2	55.9294	0.168593	0.153267	4.40798	8.68152	0.16
200.242	111.004	67.5079	0.166652	0.151501	4.44016	8.00967	0.2
184.921	111.166	78.2319	0.164701	0.149728	4.44666	7.39684	0.24
171	110.737	88.1514	0.162751	0.147956	4.42948	6.84001	0.28
158.397	109.773	97.3143	0.160813	0.146194	4.39093	6.33589	0.32
147.025	108.336	105.767	0.158896	0.144451	4.33345	5.881	0.36
136.795	106.488	113.552	0.157008	0.142734	4.25953	5.4718	0.4
127.619	104.292	120.713	0.155154	0.14105	4.17167	5.10474	0.44
119.409	101.806	127.29	0.153342	0.139402	4.07225	4.77635	0.48
112.082	99.0876	133.321	0.151576	0.137796	3.9635	4.48328	0.52
105.559	96.1878	138.841	0.149859	0.136235	3.84751	4.22234	0.56
99.7633	93.1536	143.886	0.148193	0.134721	3.72615	3.99053	0.6
94.6263	90.0271	148.489	0.146583	0.133257	3.60108	3.78505	0.64
90.083	86.8449	152.68	0.145027	0.131843	3.4738	3.60332	0.68
86.0738	83.6389	156.488	0.143528	0.13048	3.34556	3.44295	0.72
82.5446	80.4365	159.942	0.142086	0.129169	3.21746	3.30179	0.76
79.4459	77.2603	163.066	0.1407	0.127909	3.09041	3.17784	0.8
76.733	74.1296	165.885	0.139369	0.126699	2.96519	3.06932	0.84
74.3654	71.0598	168.422	0.138093	0.125539	2.84239	2.97462	0.88
72.3068	68.0631	170.699	0.13687	0.124428	2.72253	2.89227	0.92
70.5243	65.1493	172.736	0.1357	0.123364	2.60597	2.82097	0.96
68.9886	62.3255	174.55	0.13458	0.122346	2.49302	2.75954	1
67.6733	59.5969	176.16	0.133509	0.121372	2.38388	2.70693	1.04
66.5548	56.967	177.582	0.132486	0.120442	2.27868	2.66219	1.08
65.6118	54.4377	178.832	0.131508	0.119552	2.17751	2.62447	1.12
64.8255	52.0099	179.922	0.130573	0.118703	2.08039	2.59302	1.16
64.1789	49.6832	180.867	0.129681	0.117892	1.98733	2.56715	1.2
63.6567	47.4566	181.679	0.128829	0.117117	1.89827	2.54627	1.24
63.2453	45.3285	182.369	0.128015	0.116377	1.81314	2.52981	1.28
62.9326	43.2966	182.948	0.127238	0.115671	1.73186	2.5173	1.32
62.7076	41.3582	183.424	0.126496	0.114996	1.65433	2.5083	1.36
62.5605	39.5105	183.809	0.125787	0.114352	1.58042	2.50242	1.4
62.4825	37.7503	184.108	0.12511	0.113736	1.51001	2.4993	1.44
62.4657	36.0743	184.332	0.124464	0.113149	1.44297	2.49863	1.48
62.503	34.4792	184.486	0.123846	0.112587	1.37917	2.50012	1.52
62.5881	32.9616	184.577	0.123256	0.112051	1.31846	2.50352	1.56
62.7152	31.518	184.611	0.122691	0.111538	1.26072	2.50861	1.6
62.8791	30.1452	184.594	0.122152	0.111047	1.20581	2.51517	1.64
63.0754	28.8397	184.532	0.121637	0.110579	1.15359	2.52302	1.68
63.2997	27.5984	184.428	0.121143	0.11013	1.10394	2.53199	1.72
63.5484	26.4181	184.287	0.120672	0.109701	1.05672	2.54194	1.76
63.818	25.2958	184.113	0.12022	0.109291	1.01183	2.55272	1.8
64.1056	24.2285	183.911	0.119788	0.108898	0.969141	2.56423	1.84
64.4084	23.2135	183.682	0.119374	0.108522	0.928539	2.57634	1.88
64.724	22.248	183.432	0.118978	0.108161	0.889918	2.58896	1.92
65.0502	21.3294	183.161	0.118598	0.107816	0.853175	2.60201	1.96
65.3849	20.4553	182.873	0.118234	0.107485	0.818212	2.6154	2
65.7265	19.6234	182.571	0.117885	0.107168	0.784934	2.62906	2.04
66.0732	18.8313	182.255	0.11755	0.106864	0.753253	2.64293	2.08
66.4238	18.0771	181.93	0.117229	0.106572	0.723084	2.65695	2.12
