S	I	R	e	d	dI	f	t
380	20	0	0.176	0.16	0.8	121.6	0
271.649	21.0697	106.494	0.175654	0.159685	0.84279	86.9276	0.04
195.999	21.3962	180.977	0.175284	0.159349	0.855847	62.7198	0.08
143.264	21.1646	233.102	0.174913	0.159012	0.846585	45.8444	0.12
106.528	20.5545	269.624	0.174551	0.158682	0.822179	34.0889	0.16
80.9486	19.7073	295.256	0.174201	0.158365	0.788292	25.9035	0.2
63.142	18.7265	313.285	0.173868	0.158062	0.74906	20.2055	0.24
50.749	17.6836	326.005	0.173553	0.157775	0.707346	16.2397	0.28
42.1258	16.6263	335.012	0.173256	0.157505	0.665052	13.4803	0.32
36.1281	15.5848	341.419	0.172978	0.157253	0.623393	11.561	0.36
31.9592	14.5778	346.005	0.172718	0.157017	0.583111	10.227	0.4
29.0645	13.6158	349.311	0.172476	0.156796	0.544634	9.30063	0.44
27.0574	12.7045	351.716	0.17225	0.156591	0.508179	8.65838	0.48
25.669	11.8458	353.486	0.17204	0.1564	0.473832	8.21409	0.52
24.7116	11.0398	354.805	0.171845	0.156223	0.441593	7.90772	0.56
24.0544	10.2853	355.804	0.171663	0.156057	0.411412	7.69742	0.6
23.6062	9.5802	356.574	0.171495	0.155904	0.383208	7.55399	0.64
23.3034	8.9221	357.179	0.171338	0.155762	0.356884	7.45709	0.68
23.1015	8.30839	357.664	0.171192	0.15563	0.332336	7.39249	0.72
22.9696	7.73641	358.061	0.171058	0.155507	0.309456	7.35028	0.76
22.8861	7.20352	358.393	0.170932	0.155393	0.288141	7.32354	0.8
22.8358	6.7072	358.676	0.170816	0.155287	0.268288	7.30746	0.84
22.8083	6.24501	358.921	0.170709	0.15519	0.2498	7.29866	0.88
22.7962	5.81465	359.136	0.170609	0.155099	0.232586	7.2948	0.92
22.7945	5.41397	359.329	0.170516	0.155015	0.216559	7.29425	0.96
22.7997	5.04092	359.502	0.170431	0.154937	0.201637	7.29589	1
22.8091	4.69361	359.66	0.170352	0.154865	0.187745	7.29893	1.04
22.8213	4.37027	359.805	0.170278	0.154799	0.174811	7.30282	1.08
22.835	4.06925	359.938	0.170211	0.154737	0.16277	7.3072	1.12
22.8494	3.78899	360.061	0.170148	0.15468	0.15156	7.31182	1.16
22.8641	3.52808	360.176	0.17009	0.154627	0.141123	7.31651	1.2
22.8786	3.28515	360.283	0.170037	0.154579	0.131406	7.32115	1.24
22.8927	3.05899	360.383	0.169987	0.154534	0.122359	7.32567	1.28
22.9064	2.84842	360.477	0.169942	0.154493	0.113937	7.33003	1.32
22.9194	2.65236	360.565	0.1699	0.154455	0.106094	7.3342	1.36
22.9318	2.46982	360.648	0.169862	0.15442	0.0987927	7.33817	1.4
22.9435	2.29986	360.726	0.169826	0.154388	0.0919942	7.34193	1.44
