Peak[t]	I_over[t]	single_runtime	toal_runtime
0.0075	2.17375	0.558835
0.000625	2.14625	0.566713
0	1.44562	0.580343
0.003125	1.75125	0.586481
0.000625	2.06188	0.589326
0.04375	1.87187	0.62015
0.001875	2.33312	0.663449
0.00625	1.95938	0.668073
0	2.69063	0.544088
0	3.24125	0.570267
0	3.50188	0.556594
0	2.50062	0.588873
0.001875	2.30063	0.59678
0.02	2.42625	0.65789
0.081875	2.73	0.600508
0.01875	2.45812	0.629113
0	2.68938	0.539206
0.0175	2.1925	0.572092
0.003125	2.92937	0.609445
0.01875	3.89312	0.595644
0.020625	1.87125	0.506479
0.003125	1.48938	0.582405
0	1.92875	0.635735
0	4.21625	0.555623
0.07	1.99813	0.658185
0.054375	1.88187	0.573849
0.01375	5.1	0.518953
0.0125	2.2125	0.602419
0.001875	3.32688	0.565774
0	2.69563	0.579437
0.008125	2.17188	0.574151
0	4.40062	0.638545
0	1.50188	0.516371
0.004375	1.5775	0.5778
0.010625	2.53875	0.574968
0	2.02813	0.571064
0.018125	2.10813	0.56019
0.03625	4.36875	0.663337
0.06875	3.465	0.586454
0.010625	1.75625	0.592718
0.005	2.69188	0.513163
0.005	1.81125	0.576437
0.003125	1.99063	0.532305
0	1.9325	0.60473
0.020625	2.69563	0.559565
0	2.12875	0.586239
0.081875	2.0475	0.627361
0.00875	4.22625	0.616643
0	1.57438	0.545959
0.023125	1.6525	0.59486
0	5.175	0.573361
0.003125	2.26438	0.569697
0.0025	1.6275	0.560684
0.000625	2.60562	0.606801
0.181875	2.35938	0.656031
0.008125	3.715	0.695882
0	1.9925	0.498726
0.048125	3.02937	0.597129
0.000625	1.66375	0.582724
0.00625	2.76938	0.612081
0.00125	1.71437	0.597131
0.00125	2.16438	0.67703
0	3.155	0.58681
0.04375	1.85187	0.58766
0.025	2.98375	0.553276
0	2.47	0.543463
0.0125	2.66438	0.579961
0.02	2.76438	0.570818
0.00625	2.385	0.700809
0.065	4.685	0.634338
0	2.36563	0.561343
0.004375	2.42375	0.579875
0.034375	3.01438	0.602007
0.011875	2.4	0.593255
0.001875	2.45	0.595873
0.0275	2.73813	0.586808
0	1.82375	0.536663
0	1.83688	0.535119
0	2.56625	0.582679
0	4.26813	0.576496
0	3.4275	0.749287
0.01625	2.10562	0.788765
0	2.12562	0.778067
0.039375	2.185	0.767715
0.011875	2.33562	0.819819
0	4.16312	0.892411
0	3.69437	0.863307
0	2.38813	0.863175
0.029375	1.855	1.01372
0	2.50937	1.12854
0	4.97187	1.01622
0.00375	3.13687	1.09191
0.001875	2.2	1.02742
0.00125	2.96062	0.978604
0.00375	2.69437	0.989478
0.006875	1.92	1.00005
0	2.80313	0.673406
0.001875	2.665	0.758837
0.001875	3.56813	0.717604
0.006875	4.99437	0.80279
			8.59907
0	1.65437	0.465884
0.024375	4.11937	0.477647
0.010625	2.98625	0.48788
0.00125	2.00937	0.494479
0	2.46188	0.499786
0.001875	2.92687	0.506175
0	1.535	0.530592
0.01	3.185	0.671434
0.004375	1.57125	0.514625
0.01375	1.675	0.4647
0.03	2.36313	0.528706
0.140625	2.04625	0.522672
0.076875	2.79937	0.50924
0.04875	3.73875	0.516909
0.024375	1.68188	0.53576
0	2.57688	0.495279
0.01	3.365	0.497542
0.015	2.14375	0.512635
0	4.30125	0.555915
0	1.66875	0.546145
0	2.59375	0.594996
0.015625	5.0575	0.57667
0.00625	1.5475	0.550089
0.040625	1.84813	0.543474
0.005625	3.20688	0.523936
0.003125	1.7525	0.527029
0	1.62563	0.520885
0.038125	3.41688	0.533645
0.031875	2.72625	0.522844
0.000625	1.91375	0.571353
0	2.29438	0.63355
0.001875	2.46437	0.506501
0	2.395	0.514053
0.020625	2.62688	0.50514
0.01375	4.66063	0.540984
0.000625	1.72125	0.553312
0.01375	3.51688	0.5904
0	2.49812	0.542419
0.005	2.26	0.515521
0.015625	2.65563	0.525957
0.000625	3.025	0.49086
0	4.76687	0.519284
0.005	1.5725	0.498881
0	2.4025	0.546011
0	2.23937	0.497096
0.03125	3.42563	0.555664
0.01875	7.225	0.478268
0.00125	2.43312	0.539158
0.061875	2.87438	0.518477
0	1.84625	0.486009
0	2.71875	0.537944
0.013125	3.1125	0.509028
0.01125	2.99313	0.497482
0.0125	2.89125	0.569182
0.003125	2.83312	0.57913
0	2.2675	0.607221
0.009375	1.93063	0.70849
0	2.63	0.815404
0	2.57125	0.775792
0	1.78313	0.789015
0.0025	5.1625	0.784155
0.013125	2.22875	0.873912
0.01875	2.1175	0.887512
0.0475	3.36063	0.997874
0	2.95063	0.998833
0.001875	1.57125	0.938051
0	5.11062	0.947937
0.00125	2.7275	0.97794
