S	I	R	t
227	10	163	2.43583
227	10	163	2.43667
227	10	163	2.4375
228	10	162	2.43833
228	10	162	2.43917
228	10	162	2.44
228	10	162	2.44083
228	10	162	2.44167
228	10	162	2.4425
228	9	163	2.44333
228	9	163	2.44417
228	9	163	2.445
228	9	163	2.44583
228	9	163	2.44667
228	9	163	2.4475
228	9	163	2.44833
229	9	162	2.44917
229	9	162	2.45
229	9	162	2.45083
229	9	162	2.45167
229	9	162	2.4525
229	9	162	2.45333
229	9	162	2.45417
229	9	162	2.455
229	9	162	2.45583
229	9	162	2.45667
230	9	161	2.4575
230	9	161	2.45833
230	9	161	2.45917
230	9	161	2.46
230	9	161	2.46083
230	9	161	2.46167
230	9	161	2.4625
230	9	161	2.46333
230	9	161	2.46417
230	9	161	2.465
230	9	161	2.46583
230	9	161	2.46667
230	9	161	2.4675
230	9	161	2.46833
230	9	161	2.46917
230	9	161	2.47
230	9	161	2.47083
230	9	161	2.47167
230	9	161	2.4725
230	9	161	2.47333
230	9	161	2.47417
230	9	161	2.475
230	9	161	2.47583
230	9	161	2.47667
230	9	161	2.4775
230	9	161	2.47833
230	9	161	2.47917
230	9	161	2.48
230	9	161	2.48083
231	9	160	2.48167
231	9	160	2.4825
231	8	161	2.48333
231	8	161	2.48417
230	9	161	2.485
230	9	161	2.48583
230	9	161	2.48667
230	9	161	2.4875
230	9	161	2.48833
231	9	160	2.48917
231	9	160	2.49
232	9	159	2.49083
232	9	159	2.49167
232	9	159	2.4925
232	9	159	2.49333
232	9	159	2.49417
232	9	159	2.495
232	9	159	2.49583
232	9	159	2.49667
232	9	159	2.4975
232	9	159	2.49833
232	9	159	2.49917
232	9	159	2.5
232	9	159	2.50083
232	9	159	2.50167
232	9	159	2.5025
233	9	158	2.50333
233	9	158	2.50417
234	9	157	2.505
235	9	156	2.50583
235	9	156	2.50667
235	9	156	2.5075
235	9	156	2.50833
235	9	156	2.50917
235	9	156	2.51
235	9	156	2.51083
235	9	156	2.51167
235	9	156	2.5125
235	9	156	2.51333
235	9	156	2.51417
235	9	156	2.515
235	9	156	2.51583
234	10	156	2.51667
234	10	156	2.5175
234	10	156	2.51833
234	10	156	2.51917
234	10	156	2.52
234	10	156	2.52083
234	10	156	2.52167
234	10	156	2.5225
234	10	156	2.52333
234	10	156	2.52417
234	10	156	2.525
234	10	156	2.52583
234	10	156	2.52667
234	10	156	2.5275
234	10	156	2.52833
234	10	156	2.52917
234	10	156	2.53
234	10	156	2.53083
234	10	156	2.53167
234	10	156	2.5325
234	10	156	2.53333
234	10	156	2.53417
234	10	156	2.535
234	10	156	2.53583
234	10	156	2.53667
234	10	156	2.5375
234	10	156	2.53833
234	10	156	2.53917
234	10	156	2.54
234	10	156	2.54083
234	10	156	2.54167
234	10	156	2.5425
234	10	156	2.54333
234	10	156	2.54417
234	10	156	2.545
234	10	156	2.54583
234	10	156	2.54667
234	10	156	2.5475
234	10	156	2.54833
234	10	156	2.54917
234	10	156	2.55
234	10	156	2.55083
234	10	156	2.55167
234	10	156	2.5525
234	10	156	2.55333
234	10	156	2.55417
234	10	156	2.555
234	10	156	2.55583
234	10	156	2.55667
234	10	156	2.5575
234	10	156	2.55833
234	10	156	2.55917
234	10	156	2.56
234	10	156	2.56083
234	10	156	2.56167
234	10	156	2.5625
234	10	156	2.56333
234	10	156	2.56417
234	10	156	2.565
234	10	156	2.56583
234	10	156	2.56667
234	9	157	2.5675
233	10	157	2.56833
233	10	157	2.56917
233	10	157	2.57
233	10	157	2.57083
233	10	157	2.57167
233	10	157	2.5725
233	10	157	2.57333
233	10	157	2.57417
233	10	157	2.575
233	10	157	2.57583
232	11	157	2.57667
233	11	156	2.5775
233	11	156	2.57833
233	11	156	2.57917
233	11	156	2.58
232	12	156	2.58083
232	12	156	2.58167
232	12	156	2.5825
232	12	156	2.58333
232	12	156	2.58417
232	12	156	2.585
232	12	156	2.58583
232	12	156	2.58667
232	12	156	2.5875
232	12	156	2.58833
232	12	156	2.58917
232	12	156	2.59
232	12	156	2.59083
232	12	156	2.59167
232	12	156	2.5925
232	12	156	2.59333
232	12	156	2.59417
232	11	157	2.595
232	11	157	2.59583
232	11	157	2.59667
232	11	157	2.5975
232	11	157	2.59833
232	11	157	2.59917
232	11	157	2.6
232	11	157	2.60083
232	11	157	2.60167
233	11	156	2.6025
234	11	155	2.60333
234	11	155	2.60417
234	11	155	2.605
235	11	154	2.60583
235	11	154	2.60667
235	11	154	2.6075
234	12	154	2.60833
234	12	154	2.60917
234	12	154	2.61
235	12	153	2.61083
235	12	153	2.61167
235	12	153	2.6125
235	12	153	2.61333
234	13	153	2.61417
234	13	153	2.615
234	13	153	2.61583
234	13	153	2.61667
234	13	153	2.6175
234	13	153	2.61833
234	13	153	2.61917
234	13	153	2.62
235	13	152	2.62083
235	13	152	2.62167
235	13	152	2.6225
235	13	152	2.62333
235	13	152	2.62417
235	13	152	2.625
235	13	152	2.62583
235	13	152	2.62667
235	13	152	2.6275
235	13	152	2.62833
235	13	152	2.62917
235	13	152	2.63
235	13	152	2.63083
235	13	152	2.63167
235	13	152	2.6325
235	13	152	2.63333
235	13	152	2.63417
235	13	152	2.635
235	13	152	2.63583
235	13	152	2.63667
235	13	152	2.6375
235	13	152	2.63833
235	13	152	2.63917
235	13	152	2.64
235	13	152	2.64083
235	13	152	2.64167
235	13	152	2.6425
235	13	152	2.64333
235	13	152	2.64417
235	13	152	2.645
235	13	152	2.64583
235	13	152	2.64667
235	13	152	2.6475
235	13	152	2.64833
235	13	152	2.64917
235	13	152	2.65
235	13	152	2.65083
234	14	152	2.65167
234	14	152	2.6525
234	14	152	2.65333
234	14	152	2.65417
234	14	152	2.655
234	14	152	2.65583
234	14	152	2.65667
234	14	152	2.6575
234	14	152	2.65833
234	13	153	2.65917
234	13	153	2.66
234	13	153	2.66083
234	13	153	2.66167
234	13	153	2.6625
234	13	153	2.66333
234	13	153	2.66417
235	13	152	2.665
235	13	152	2.66583
235	13	152	2.66667
235	13	152	2.6675
235	13	152	2.66833
235	13	152	2.66917
235	13	152	2.67
235	13	152	2.67083
235	13	152	2.67167
235	13	152	2.6725
235	13	152	2.67333
235	13	152	2.67417
236	12	152	2.675
236	11	153	2.67583
236	11	153	2.67667
236	11	153	2.6775
236	11	153	2.67833
236	11	153	2.67917
236	11	153	2.68
236	11	153	2.68083
236	10	154	2.68167
236	10	154	2.6825
236	10	154	2.68333
236	10	154	2.68417
236	10	154	2.685
236	10	154	2.68583
236	10	154	2.68667
236	10	154	2.6875
236	10	154	2.68833
236	10	154	2.68917
236	10	154	2.69
236	10	154	2.69083
236	10	154	2.69167
237	10	153	2.6925
237	10	153	2.69333
237	10	153	2.69417
237	10	153	2.695
237	10	153	2.69583
237	10	153	2.69667
237	10	153	2.6975
237	10	153	2.69833
237	10	153	2.69917
237	10	153	2.7
237	10	153	2.70083
237	10	153	2.70167
237	10	153	2.7025
237	10	153	2.70333
237	10	153	2.70417
237	10	153	2.705
237	10	153	2.70583
237	10	153	2.70667
237	10	153	2.7075
237	10	153	2.70833
237	10	153	2.70917
237	10	153	2.71
237	9	154	2.71083
237	9	154	2.71167
237	9	154	2.7125
237	9	154	2.71333
237	9	154	2.71417
237	9	154	2.715
237	9	154	2.71583
237	9	154	2.71667
237	9	154	2.7175
237	9	154	2.71833
237	9	154	2.71917
237	9	154	2.72
237	9	154	2.72083
237	9	154	2.72167
237	9	154	2.7225
237	9	154	2.72333
237	9	154	2.72417
237	9	154	2.725
237	9	154	2.72583
237	9	154	2.72667
237	9	154	2.7275
237	9	154	2.72833
237	9	154	2.72917
237	9	154	2.73
237	9	154	2.73083
237	9	154	2.73167
237	9	154	2.7325
237	9	154	2.73333
237	9	154	2.73417
237	9	154	2.735
237	9	154	2.73583
237	9	154	2.73667
237	9	154	2.7375
237	9	154	2.73833
237	9	154	2.73917
237	9	154	2.74
237	9	154	2.74083
237	9	154	2.74167
237	9	154	2.7425
237	9	154	2.74333
237	9	154	2.74417
237	9	154	2.745
237	9	154	2.74583
237	9	154	2.74667
237	9	154	2.7475
237	9	154	2.74833
238	9	153	2.74917
238	9	153	2.75
237	10	153	2.75083
237	10	153	2.75167
237	10	153	2.7525
237	10	153	2.75333
237	10	153	2.75417
237	10	153	2.755
237	9	154	2.75583
238	9	153	2.75667
238	9	153	2.7575
238	9	153	2.75833
238	9	153	2.75917
238	9	153	2.76
238	9	153	2.76083
238	9	153	2.76167
238	9	153	2.7625
238	9	153	2.76333
238	9	153	2.76417
238	9	153	2.765
239	9	152	2.76583
239	9	152	2.76667
239	9	152	2.7675
239	9	152	2.76833
239	9	152	2.76917
239	9	152	2.77
239	9	152	2.77083
239	9	152	2.77167
239	9	152	2.7725
239	9	152	2.77333
239	9	152	2.77417
239	9	152	2.775
239	9	152	2.77583
239	9	152	2.77667
240	9	151	2.7775
240	9	151	2.77833
240	9	151	2.77917
240	9	151	2.78
240	9	151	2.78083
241	9	150	2.78167
241	9	150	2.7825
241	9	150	2.78333
241	9	150	2.78417
241	9	150	2.785
241	9	150	2.78583
241	9	150	2.78667
241	9	150	2.7875
241	9	150	2.78833
241	9	150	2.78917
241	9	150	2.79
241	9	150	2.79083
241	9	150	2.79167
241	9	150	2.7925
241	9	150	2.79333
241	9	150	2.79417
241	9	150	2.795
241	9	150	2.79583
241	9	150	2.79667
241	9	150	2.7975
241	9	150	2.79833
241	9	150	2.79917
241	9	150	2.8
241	9	150	2.80083
241	9	150	2.80167
241	9	150	2.8025
241	9	150	2.80333
242	9	149	2.80417
242	8	150	2.805
242	8	150	2.80583
242	8	150	2.80667
242	8	150	2.8075
242	8	150	2.80833
242	8	150	2.80917
243	8	149	2.81
243	8	149	2.81083
243	8	149	2.81167
243	8	149	2.8125
243	8	149	2.81333
243	8	149	2.81417
243	8	149	2.815
243	8	149	2.81583
243	8	149	2.81667
243	8	149	2.8175
243	8	149	2.81833
243	8	149	2.81917
243	8	149	2.82
243	8	149	2.82083
243	8	149	2.82167
243	8	149	2.8225
243	8	149	2.82333
243	8	149	2.82417
243	8	149	2.825
242	9	149	2.82583
242	9	149	2.82667
242	9	149	2.8275
242	9	149	2.82833
242	9	149	2.82917
242	9	149	2.83
242	9	149	2.83083
242	9	149	2.83167
242	9	149	2.8325
242	9	149	2.83333
242	9	149	2.83417
242	9	149	2.835
242	9	149	2.83583
242	9	149	2.83667
242	9	149	2.8375
242	9	149	2.83833
242	9	149	2.83917
241	9	150	2.84
241	9	150	2.84083
241	9	150	2.84167
241	9	150	2.8425
241	9	150	2.84333
241	9	150	2.84417
241	9	150	2.845
242	9	149	2.84583
242	9	149	2.84667
242	9	149	2.8475
242	9	149	2.84833
242	9	149	2.84917
242	9	149	2.85
242	9	149	2.85083
242	9	149	2.85167
242	9	149	2.8525
242	9	149	2.85333
242	9	149	2.85417
241	10	149	2.855
241	10	149	2.85583
241	10	149	2.85667
241	10	149	2.8575
241	10	149	2.85833
241	10	149	2.85917
241	10	149	2.86
241	10	149	2.86083
241	10	149	2.86167
241	10	149	2.8625
241	10	149	2.86333
241	10	149	2.86417
241	10	149	2.865
241	10	149	2.86583
241	10	149	2.86667
242	10	148	2.8675
242	10	148	2.86833
242	9	149	2.86917
243	9	148	2.87
243	9	148	2.87083
243	8	149	2.87167
243	8	149	2.8725
243	8	149	2.87333
243	8	149	2.87417
243	8	149	2.875
243	8	149	2.87583
243	8	149	2.87667
243	8	149	2.8775
243	8	149	2.87833
243	8	149	2.87917
243	8	149	2.88
244	8	148	2.88083
244	8	148	2.88167
244	8	148	2.8825
244	8	148	2.88333
244	8	148	2.88417
243	9	148	2.885
243	9	148	2.88583
243	9	148	2.88667
243	9	148	2.8875
243	9	148	2.88833
243	9	148	2.88917
243	9	148	2.89
243	9	148	2.89083
243	9	148	2.89167
243	9	148	2.8925
243	9	148	2.89333
243	9	148	2.89417
244	9	147	2.895
244	9	147	2.89583
244	9	147	2.89667
245	9	146	2.8975
245	9	146	2.89833
245	9	146	2.89917
245	9	146	2.9
245	9	146	2.90083
245	9	146	2.90167
245	9	146	2.9025
245	9	146	2.90333
245	8	147	2.90417
246	8	146	2.905
246	8	146	2.90583
246	8	146	2.90667
247	8	145	2.9075
247	8	145	2.90833
247	7	146	2.90917
247	7	146	2.91
247	7	146	2.91083
247	7	146	2.91167
247	7	146	2.9125
247	7	146	2.91333
247	7	146	2.91417
247	7	146	2.915
247	7	146	2.91583
247	7	146	2.91667
247	7	146	2.9175
247	7	146	2.91833
247	7	146	2.91917
247	7	146	2.92
247	7	146	2.92083
247	7	146	2.92167
247	7	146	2.9225
247	7	146	2.92333
247	7	146	2.92417
247	7	146	2.925
247	7	146	2.92583
247	7	146	2.92667
247	7	146	2.9275
247	7	146	2.92833
247	7	146	2.92917
247	7	146	2.93
247	7	146	2.93083
247	7	146	2.93167
247	7	146	2.9325
247	7	146	2.93333
247	7	146	2.93417
247	7	146	2.935
247	7	146	2.93583
247	7	146	2.93667
247	7	146	2.9375
247	7	146	2.93833
247	7	146	2.93917
247	7	146	2.94
247	7	146	2.94083
247	7	146	2.94167
247	7	146	2.9425
247	7	146	2.94333
247	7	146	2.94417
247	7	146	2.945
247	7	146	2.94583
247	7	146	2.94667
247	7	146	2.9475
247	7	146	2.94833
247	7	146	2.94917
247	7	146	2.95
247	7	146	2.95083
247	7	146	2.95167
247	7	146	2.9525
247	7	146	2.95333
247	7	146	2.95417
246	8	146	2.955
246	8	146	2.95583
246	8	146	2.95667
246	8	146	2.9575
246	8	146	2.95833
246	8	146	2.95917
246	8	146	2.96
246	8	146	2.96083
246	8	146	2.96167
246	8	146	2.9625
246	8	146	2.96333
246	8	146	2.96417
246	8	146	2.965
246	8	146	2.96583
246	8	146	2.96667
246	8	146	2.9675
246	8	146	2.96833
246	8	146	2.96917
246	7	147	2.97
246	7	147	2.97083
246	7	147	2.97167
246	7	147	2.9725
246	7	147	2.97333
246	7	147	2.97417
246	7	147	2.975
246	7	147	2.97583
246	7	147	2.97667
246	7	147	2.9775
246	7	147	2.97833
246	7	147	2.97917
246	7	147	2.98
246	7	147	2.98083
246	7	147	2.98167
246	7	147	2.9825
246	7	147	2.98333
246	7	147	2.98417
246	7	147	2.985
246	7	147	2.98583
246	7	147	2.98667
246	7	147	2.9875
246	7	147	2.98833
246	7	147	2.98917
246	7	147	2.99
247	7	146	2.99083
247	7	146	2.99167
247	7	146	2.9925
247	7	146	2.99333
247	7	146	2.99417
247	7	146	2.995
247	7	146	2.99583
247	7	146	2.99667
247	7	146	2.9975
247	7	146	2.99833
247	7	146	2.99917
247	7	146	3
247	7	146	3.00083
247	7	146	3.00167
247	7	146	3.0025
247	7	146	3.00333
247	7	146	3.00417
247	7	146	3.005
247	7	146	3.00583
247	7	146	3.00667
246	8	146	3.0075
246	8	146	3.00833
246	8	146	3.00917
246	8	146	3.01
246	8	146	3.01083
246	8	146	3.01167
246	8	146	3.0125
246	8	146	3.01333
246	8	146	3.01417
247	8	145	3.015
247	8	145	3.01583
247	8	145	3.01667
247	8	145	3.0175
247	8	145	3.01833
247	8	145	3.01917
247	8	145	3.02
247	8	145	3.02083
247	8	145	3.02167
247	8	145	3.0225
247	8	145	3.02333
247	8	145	3.02417
248	8	144	3.025
248	8	144	3.02583
248	8	144	3.02667
248	8	144	3.0275
248	8	144	3.02833
249	8	143	3.02917
249	8	143	3.03
249	8	143	3.03083
249	8	143	3.03167
249	8	143	3.0325
249	8	143	3.03333
248	9	143	3.03417
248	9	143	3.035
248	9	143	3.03583
248	9	143	3.03667
248	9	143	3.0375
248	9	143	3.03833
248	9	143	3.03917
249	9	142	3.04
250	9	141	3.04083
250	9	141	3.04167
250	9	141	3.0425
250	9	141	3.04333
250	9	141	3.04417
250	9	141	3.045
250	9	141	3.04583
250	9	141	3.04667
250	9	141	3.0475
250	9	141	3.04833
251	9	140	3.04917
251	9	140	3.05
251	9	140	3.05083
251	8	141	3.05167
252	8	140	3.0525
253	8	139	3.05333
254	8	138	3.05417
254	8	138	3.055
254	8	138	3.05583
254	8	138	3.05667
254	8	138	3.0575
254	8	138	3.05833
254	8	138	3.05917
254	8	138	3.06
255	8	137	3.06083
255	8	137	3.06167
255	8	137	3.0625
255	8	137	3.06333
255	8	137	3.06417
255	8	137	3.065
255	8	137	3.06583
255	8	137	3.06667
255	8	137	3.0675
255	8	137	3.06833
255	8	137	3.06917
255	8	137	3.07
254	9	137	3.07083
254	9	137	3.07167
254	9	137	3.0725
254	9	137	3.07333
254	9	137	3.07417
254	9	137	3.075
254	9	137	3.07583
254	9	137	3.07667
254	9	137	3.0775
255	9	136	3.07833
254	10	136	3.07917
254	10	136	3.08
254	10	136	3.08083
254	10	136	3.08167
254	10	136	3.0825
254	10	136	3.08333
254	10	136	3.08417
254	10	136	3.085
254	10	136	3.08583
254	10	136	3.08667
254	10	136	3.0875
254	10	136	3.08833
254	10	136	3.08917
254	10	136	3.09
254	10	136	3.09083
254	10	136	3.09167
254	10	136	3.0925
254	10	136	3.09333
254	10	136	3.09417
254	10	136	3.095
254	10	136	3.09583
254	10	136	3.09667
254	10	136	3.0975
254	10	136	3.09833
255	10	135	3.09917
255	10	135	3.1
255	10	135	3.10083
255	10	135	3.10167
255	10	135	3.1025
255	10	135	3.10333
256	10	134	3.10417
256	10	134	3.105
256	10	134	3.10583
256	10	134	3.10667
256	10	134	3.1075
256	10	134	3.10833
255	11	134	3.10917
256	11	133	3.11
256	11	133	3.11083
256	11	133	3.11167
256	11	133	3.1125
256	11	133	3.11333
256	11	133	3.11417
255	12	133	3.115
255	12	133	3.11583
255	12	133	3.11667
255	12	133	3.1175
255	12	133	3.11833
255	12	133	3.11917
255	12	133	3.12
255	12	133	3.12083
255	12	133	3.12167
255	12	133	3.1225
255	12	133	3.12333
255	12	133	3.12417
255	12	133	3.125
255	12	133	3.12583
255	12	133	3.12667
255	12	133	3.1275
255	12	133	3.12833
255	12	133	3.12917
255	12	133	3.13
255	12	133	3.13083
255	12	133	3.13167
255	12	133	3.1325
255	12	133	3.13333
255	12	133	3.13417
255	12	133	3.135
255	12	133	3.13583
255	12	133	3.13667
255	12	133	3.1375
256	12	132	3.13833
257	12	131	3.13917
257	12	131	3.14
257	12	131	3.14083
257	12	131	3.14167
257	12	131	3.1425
257	12	131	3.14333
257	12	131	3.14417
257	12	131	3.145
257	12	131	3.14583
257	12	131	3.14667
257	12	131	3.1475
257	12	131	3.14833
257	12	131	3.14917
257	12	131	3.15
257	12	131	3.15083
257	12	131	3.15167
257	12	131	3.1525
257	12	131	3.15333
257	12	131	3.15417
257	12	131	3.155
257	12	131	3.15583
257	12	131	3.15667
256	13	131	3.1575
256	13	131	3.15833
256	13	131	3.15917
256	13	131	3.16
256	12	132	3.16083
256	12	132	3.16167
257	12	131	3.1625
257	12	131	3.16333
257	12	131	3.16417
257	12	131	3.165
257	12	131	3.16583
257	12	131	3.16667
257	12	131	3.1675
257	12	131	3.16833
257	12	131	3.16917
257	12	131	3.17
257	12	131	3.17083
257	12	131	3.17167
257	12	131	3.1725
257	12	131	3.17333
256	13	131	3.17417
256	13	131	3.175
256	13	131	3.17583
256	13	131	3.17667
256	13	131	3.1775
256	13	131	3.17833
256	13	131	3.17917
256	13	131	3.18
256	13	131	3.18083
256	13	131	3.18167
256	13	131	3.1825
256	13	131	3.18333
256	13	131	3.18417
256	13	131	3.185
256	13	131	3.18583
256	13	131	3.18667
256	13	131	3.1875
256	13	131	3.18833
256	13	131	3.18917
256	13	131	3.19
256	13	131	3.19083
256	13	131	3.19167
256	13	131	3.1925
256	13	131	3.19333
256	13	131	3.19417
256	13	131	3.195
256	13	131	3.19583
256	13	131	3.19667
256	13	131	3.1975
256	13	131	3.19833
256	13	131	3.19917
256	13	131	3.2
256	13	131	3.20083
256	13	131	3.20167
256	13	131	3.2025
256	13	131	3.20333
256	13	131	3.20417
256	13	131	3.205
256	13	131	3.20583
256	13	131	3.20667
256	13	131	3.2075
256	13	131	3.20833
256	13	131	3.20917
256	13	131	3.21
256	13	131	3.21083
256	13	131	3.21167
256	13	131	3.2125
256	13	131	3.21333
256	13	131	3.21417
256	13	131	3.215
256	13	131	3.21583
256	13	131	3.21667
256	13	131	3.2175
256	13	131	3.21833
256	13	131	3.21917
256	13	131	3.22
256	13	131	3.22083
256	13	131	3.22167
256	13	131	3.2225
256	13	131	3.22333
256	13	131	3.22417
256	13	131	3.225
256	13	131	3.22583
256	13	131	3.22667
256	13	131	3.2275
256	13	131	3.22833
256	13	131	3.22917
256	13	131	3.23
256	13	131	3.23083
256	13	131	3.23167
256	13	131	3.2325
256	13	131	3.23333
255	14	131	3.23417
255	14	131	3.235
255	14	131	3.23583
255	14	131	3.23667
255	14	131	3.2375
255	14	131	3.23833
256	14	130	3.23917
255	15	130	3.24
255	15	130	3.24083
255	15	130	3.24167
255	15	130	3.2425
256	15	129	3.24333
257	15	128	3.24417
257	15	128	3.245
257	15	128	3.24583
257	15	128	3.24667
257	15	128	3.2475
257	15	128	3.24833
257	15	128	3.24917
257	15	128	3.25
257	15	128	3.25083
257	15	128	3.25167
257	15	128	3.2525
257	15	128	3.25333
257	15	128	3.25417
257	15	128	3.255
257	15	128	3.25583
257	14	129	3.25667
257	14	129	3.2575
257	13	130	3.25833
257	13	130	3.25917
258	13	129	3.26
258	13	129	3.26083
258	13	129	3.26167
258	13	129	3.2625
258	13	129	3.26333
258	12	130	3.26417
258	12	130	3.265
258	11	131	3.26583
258	11	131	3.26667
258	11	131	3.2675
258	11	131	3.26833
258	11	131	3.26917
258	11	131	3.27
258	11	131	3.27083
258	11	131	3.27167
258	11	131	3.2725
258	11	131	3.27333
258	11	131	3.27417
258	11	131	3.275
258	11	131	3.27583
258	11	131	3.27667
259	11	130	3.2775
259	10	131	3.27833
259	10	131	3.27917
259	10	131	3.28
259	10	131	3.28083
259	10	131	3.28167
259	10	131	3.2825
259	10	131	3.28333
259	10	131	3.28417
259	10	131	3.285
259	10	131	3.28583
259	10	131	3.28667
259	10	131	3.2875
259	10	131	3.28833
259	10	131	3.28917
259	10	131	3.29
259	10	131	3.29083
259	10	131	3.29167
259	10	131	3.2925
259	10	131	3.29333
259	10	131	3.29417
259	10	131	3.295
259	10	131	3.29583
259	10	131	3.29667
259	10	131	3.2975
259	10	131	3.29833
260	10	130	3.29917
260	10	130	3.3
260	10	130	3.30083
260	10	130	3.30167
260	10	130	3.3025
261	10	129	3.30333
261	10	129	3.30417
261	10	129	3.305
261	10	129	3.30583
261	10	129	3.30667
261	10	129	3.3075
261	10	129	3.30833
261	10	129	3.30917
261	10	129	3.31
261	10	129	3.31083
261	10	129	3.31167
261	10	129	3.3125
261	10	129	3.31333
261	10	129	3.31417
261	10	129	3.315
261	10	129	3.31583
261	10	129	3.31667
261	10	129	3.3175
261	10	129	3.31833
261	10	129	3.31917
261	10	129	3.32
260	11	129	3.32083
261	11	128	3.32167
261	10	129	3.3225
261	10	129	3.32333
261	10	129	3.32417
261	10	129	3.325
261	10	129	3.32583
261	10	129	3.32667
261	10	129	3.3275
261	10	129	3.32833
261	10	129	3.32917
261	10	129	3.33
261	10	129	3.33083
261	10	129	3.33167
261	10	129	3.3325
262	10	128	3.33333
262	10	128	3.33417
262	10	128	3.335
262	10	128	3.33583
262	10	128	3.33667
262	10	128	3.3375
262	10	128	3.33833
262	10	128	3.33917
262	10	128	3.34
262	10	128	3.34083
262	10	128	3.34167
262	10	128	3.3425
263	10	127	3.34333
264	10	126	3.34417
265	10	125	3.345
265	10	125	3.34583
265	10	125	3.34667
265	10	125	3.3475
265	10	125	3.34833
265	10	125	3.34917
265	10	125	3.35
265	10	125	3.35083
265	10	125	3.35167
265	10	125	3.3525
265	10	125	3.35333
265	10	125	3.35417
265	10	125	3.355
265	10	125	3.35583
265	10	125	3.35667
265	9	126	3.3575
265	9	126	3.35833
265	9	126	3.35917
265	9	126	3.36
265	9	126	3.36083
265	9	126	3.36167
265	9	126	3.3625
265	9	126	3.36333
265	9	126	3.36417
265	9	126	3.365
265	9	126	3.36583
265	9	126	3.36667
265	9	126	3.3675
265	9	126	3.36833
265	9	126	3.36917
265	9	126	3.37
265	9	126	3.37083
265	9	126	3.37167
265	9	126	3.3725
265	9	126	3.37333
265	9	126	3.37417
265	9	126	3.375
264	10	126	3.37583
264	10	126	3.37667
264	10	126	3.3775
264	10	126	3.37833
265	10	125	3.37917
265	10	125	3.38
265	10	125	3.38083
265	10	125	3.38167
265	10	125	3.3825
265	9	126	3.38333
265	9	126	3.38417
265	9	126	3.385
265	9	126	3.38583
265	9	126	3.38667
265	9	126	3.3875
265	9	126	3.38833
265	9	126	3.38917
265	9	126	3.39
265	9	126	3.39083
265	9	126	3.39167
265	9	126	3.3925
265	9	126	3.39333
265	9	126	3.39417
265	9	126	3.395
265	9	126	3.39583
265	9	126	3.39667
265	9	126	3.3975
265	9	126	3.39833
265	9	126	3.39917
265	9	126	3.4
265	9	126	3.40083
265	9	126	3.40167
265	9	126	3.4025
265	9	126	3.40333
265	9	126	3.40417
264	10	126	3.405
264	10	126	3.40583
264	10	126	3.40667
264	10	126	3.4075
265	10	125	3.40833
265	10	125	3.40917
265	10	125	3.41
265	10	125	3.41083
265	10	125	3.41167
265	10	125	3.4125
265	10	125	3.41333
265	10	125	3.41417
265	10	125	3.415
265	10	125	3.41583
265	10	125	3.41667
265	10	125	3.4175
265	10	125	3.41833
265	10	125	3.41917
265	10	125	3.42
265	10	125	3.42083
265	10	125	3.42167
265	10	125	3.4225
265	10	125	3.42333
265	10	125	3.42417
265	10	125	3.425
265	10	125	3.42583
265	10	125	3.42667
265	10	125	3.4275
265	10	125	3.42833
265	10	125	3.42917
265	10	125	3.43
265	10	125	3.43083
265	10	125	3.43167
265	10	125	3.4325
265	10	125	3.43333
265	10	125	3.43417
265	10	125	3.435
265	10	125	3.43583
266	10	124	3.43667
266	10	124	3.4375
266	10	124	3.43833
266	10	124	3.43917
266	10	124	3.44
266	9	125	3.44083
266	9	125	3.44167
265	10	125	3.4425
265	10	125	3.44333
265	9	126	3.44417
265	9	126	3.445
265	9	126	3.44583
265	8	127	3.44667
265	8	127	3.4475
265	8	127	3.44833
265	8	127	3.44917
265	8	127	3.45
265	8	127	3.45083
265	8	127	3.45167
265	8	127	3.4525
265	8	127	3.45333
265	8	127	3.45417
265	8	127	3.455
265	8	127	3.45583
265	8	127	3.45667
265	8	127	3.4575
265	8	127	3.45833
265	8	127	3.45917
265	8	127	3.46
265	8	127	3.46083
265	8	127	3.46167
265	8	127	3.4625
265	8	127	3.46333
265	8	127	3.46417
265	8	127	3.465
265	8	127	3.46583
265	8	127	3.46667
265	8	127	3.4675
265	8	127	3.46833
265	8	127	3.46917
265	8	127	3.47
265	8	127	3.47083
265	8	127	3.47167
265	8	127	3.4725
265	8	127	3.47333
265	8	127	3.47417
266	8	126	3.475
267	8	125	3.47583
267	8	125	3.47667
267	8	125	3.4775
267	8	125	3.47833
267	8	125	3.47917
267	8	125	3.48
268	8	124	3.48083
268	8	124	3.48167
268	8	124	3.4825
268	8	124	3.48333
268	8	124	3.48417
268	8	124	3.485
268	8	124	3.48583
268	8	124	3.48667
268	8	124	3.4875
268	8	124	3.48833
268	8	124	3.48917
268	8	124	3.49
268	8	124	3.49083
268	8	124	3.49167
268	8	124	3.4925
268	8	124	3.49333
268	8	124	3.49417
268	8	124	3.495
268	8	124	3.49583
268	8	124	3.49667
268	8	124	3.4975
268	8	124	3.49833
267	9	124	3.49917
267	9	124	3.5
267	9	124	3.50083
267	9	124	3.50167
267	9	124	3.5025
267	9	124	3.50333
267	9	124	3.50417
267	9	124	3.505
267	9	124	3.50583
268	9	123	3.50667
268	9	123	3.5075
268	9	123	3.50833
268	9	123	3.50917
268	9	123	3.51
268	9	123	3.51083
