S	I	R	e	d	dI	f	t
300	100	0	0.176	0.16	4	96	0
207.365	98.3626	90.28	0.174243	0.158403	3.9345	66.3569	0.04
145.056	93.7647	153.296	0.172531	0.156846	3.75059	46.4178	0.08
103.276	87.5023	197.681	0.170922	0.155384	3.50009	33.0482	0.12
75.2931	80.4907	229.297	0.169436	0.154032	3.21963	24.0938	0.16
56.5602	73.3238	252.111	0.168078	0.152798	2.93295	18.0993	0.2
44.0264	66.3578	268.815	0.166848	0.15168	2.65431	14.0884	0.24
35.6506	59.7887	281.238	0.165738	0.150671	2.39155	11.4082	0.28
30.068	53.7105	290.634	0.164741	0.149765	2.14842	9.62176	0.32
26.3644	48.1551	297.862	0.163848	0.148953	1.9262	8.43661	0.36
23.9261	43.1179	303.52	0.163048	0.148226	1.72472	7.65636	0.4
22.3402	38.5749	308.024	0.162333	0.147576	1.543	7.14887	0.44
21.3281	34.4919	311.667	0.161694	0.146995	1.37967	6.82498	0.48
20.7013	30.8307	314.659	0.161124	0.146477	1.23323	6.6244	0.52
20.3322	27.5528	317.15	0.160615	0.146014	1.10211	6.50629	0.56
20.1342	24.6209	319.247	0.160161	0.145601	0.984835	6.44293	0.6
20.0486	22.0001	321.033	0.159756	0.145233	0.880003	6.41554	0.64
20.0355	19.6582	322.566	0.159394	0.144904	0.786329	6.41137	0.68
20.0682	17.5661	323.894	0.159072	0.144611	0.702643	6.42181	0.72
20.1282	15.6972	325.05	0.158785	0.14435	0.627887	6.44104	0.76
20.2037	14.0278	326.062	0.158529	0.144117	0.561111	6.46518	0.8
20.2864	12.5366	326.952	0.158301	0.14391	0.501462	6.49165	0.84
20.3712	11.2044	327.737	0.158098	0.143725	0.448177	6.51878	0.88
20.4546	10.0143	328.432	0.157917	0.14356	0.400574	6.54548	0.92
20.5347	8.9511	329.049	0.157755	0.143414	0.358044	6.5711	0.96
20.6102	8.0011	329.598	0.157612	0.143284	0.320044	6.59527	1
20.6805	7.15222	330.087	0.157485	0.143168	0.286089	6.61777	1.04
20.7455	6.39365	330.523	0.157371	0.143065	0.255746	6.63855	1.08
20.805	5.71574	330.913	0.157271	0.142973	0.22863	6.6576	1.12
20.8594	5.10987	331.261	0.157181	0.142892	0.204395	6.675	1.16
20.9088	4.56836	331.574	0.157102	0.14282	0.182734	6.69081	1.2
20.9536	4.08434	331.853	0.157032	0.142757	0.163373	6.70516	1.24
20.9942	3.65169	332.105	0.15697	0.1427	0.146067	6.71814	1.28
21.0308	3.26494	332.33	0.156915	0.14265	0.130597	6.72986	1.32
21.0639	2.9192	332.533	0.156867	0.142606	0.116768	6.74045	1.36
21.0937	2.61013	332.716	0.156825	0.142568	0.104405	6.74999	1.4
21.1206	2.33381	332.88	0.156787	0.142534	0.0933524	6.75859	1.44
21.1448	2.08678	333.029	0.156754	0.142504	0.083471	6.76633	1.48
21.1666	1.86591	333.163	0.156726	0.142478	0.0746365	6.77331	1.52
21.1862	1.66844	333.284	0.156701	0.142455	0.0667378	6.77959	1.56
21.2039	1.49189	333.393	0.156679	0.142436	0.0596756	6.78525	1.6
21.2198	1.33403	333.493	0.156661	0.142419	0.0533612	6.79035	1.64
21.2342	1.19288	333.583	0.156645	0.142404	0.0477153	6.79494	1.68
21.2471	1.06668	333.665	0.156631	0.142392	0.0426671	6.79909	1.72
21.2588	0.953831	333.74	0.156619	0.142381	0.0381532	6.80282	1.76
21.2694	0.852928	333.809	0.15661	0.142372	0.0341171	6.8062	1.8
21.2789	0.762703	333.871	0.156602	0.142365	0.0305081	6.80925	1.84
21.2875	0.682025	333.928	0.156595	0.142359	0.027281	6.81201	1.88
21.2953	0.609884	333.981	0.15659	0.142355	0.0243954	6.8145	1.92
21.3024	0.545376	334.03	0.156586	0.142351	0.021815	6.81677	1.96
21.3088	0.487692	334.074	0.156583	0.142348	0.0195077	6.81882	2
21.3146	0.436111	334.116	0.156581	0.142347	0.0174444	6.82068	2.04
21.3199	0.389987	334.154	0.15658	0.142346	0.0155995	6.82238	2.08
21.3248	0.348741	334.19	0.15658	0.142345	0.0139496	6.82393	2.12
21.3292	0.311859	334.224	0.15658	0.142346	0.0124743	6.82534	2.16
21.3332	0.278877	334.255	0.156581	0.142347	0.0111551	6.82664	2.2
21.3369	0.249384	334.284	0.156583	0.142348	0.00997537	6.82782	2.24
21.3403	0.223011	334.312	0.156585	0.14235	0.00892043	6.82891	2.28
21.3435	0.199427	334.338	0.156588	0.142352	0.00797706	6.82991	2.32
21.3464	0.178337	334.363	0.156591	0.142355	0.00713347	6.83084	2.36
21.349	0.159477	334.387	0.156594	0.142358	0.0063791	6.8317	2.4
21.3515	0.142613	334.409	0.156597	0.142361	0.0057045	6.83249	2.44
21.3538	0.127531	334.431	0.156601	0.142365	0.00510125	6.83323	2.48
21.356	0.114045	334.452	0.156605	0.142369	0.0045618	6.83392	2.52
21.358	0.101985	334.471	0.15661	0.142373	0.0040794	6.83457	2.56
21.3599	0.0912003	334.491	0.156614	0.142377	0.00364801	6.83518	2.6
21.3617	0.0815561	334.509	0.156619	0.142381	0.00326224	6.83575	2.64
21.3634	0.0729318	334.527	0.156624	0.142386	0.00291727	6.83629	2.68
21.365	0.0652195	334.545	0.156629	0.14239	0.00260878	6.8368	2.72
21.3665	0.0583228	334.562	0.156634	0.142395	0.00233291	6.83729	2.76
21.368	0.0521554	334.579	0.15664	0.1424	0.00208622	6.83775	2.8
21.3694	0.0466402	334.595	0.156645	0.142405	0.00186561	6.8382	2.84
21.3707	0.0417082	334.611	0.15665	0.142409	0.00166833	6.83862	2.88
21.372	0.0372978	334.627	0.156656	0.142415	0.00149191	6.83903	2.92
21.3732	0.0333538	334.643	0.156662	0.14242	0.00133415	6.83943	2.96
21.3744	0.0298268	334.658	0.156667	0.142425	0.00119307	6.83981	3
21.3756	0.0266728	334.673	0.156673	0.14243	0.00106691	6.84018	3.04
21.3767	0.0238523	334.688	0.156679	0.142435	0.000954091	6.84055	3.08
21.3778	0.02133	334.703	0.156685	0.142441	0.000853201	6.8409	3.12
21.3789	0.0190745	334.717	0.156691	0.142446	0.00076298	6.84124	3.16
21.3799	0.0170575	334.732	0.156697	0.142452	0.0006823	6.84158	3.2
21.381	0.0152538	334.746	0.156703	0.142457	0.000610151	6.84191	3.24
21.382	0.0136408	334.76	0.156709	0.142462	0.000545631	6.84223	3.28
21.383	0.0121984	334.775	0.156715	0.142468	0.000487934	6.84255	3.32
21.3839	0.0109085	334.789	0.156721	0.142473	0.000436338	6.84286	3.36
21.3849	0.00975496	334.803	0.156727	0.142479	0.000390198	6.84317	3.4
21.3859	0.00872343	334.817	0.156733	0.142484	0.000348937	6.84348	3.44
21.3868	0.00780099	334.831	0.156739	0.14249	0.00031204	6.84378	3.48
21.3877	0.00697609	334.844	0.156745	0.142496	0.000279043	6.84408	3.52
21.3887	0.00623841	334.858	0.156751	0.142501	0.000249536	6.84437	3.56
21.3896	0.00557874	334.872	0.156758	0.142507	0.00022315	6.84467	3.6
21.3905	0.00498883	334.886	0.156764	0.142512	0.000199553	6.84496	3.64
21.3914	0.00446129	334.899	0.15677	0.142518	0.000178452	6.84525	3.68
21.3923	0.00398954	334.913	0.156776	0.142524	0.000159582	6.84554	3.72
21.3932	0.00356767	334.927	0.156782	0.142529	0.000142707	6.84583	3.76
21.3941	0.00319042	334.94	0.156788	0.142535	0.000127617	6.84611	3.8
21.395	0.00285305	334.954	0.156795	0.142541	0.000114122	6.8464	3.84
21.3959	0.00255136	334.967	0.156801	0.142546	0.000102054	6.84668	3.88
21.3968	0.00228157	334.981	0.156807	0.142552	9.12629e-05	6.84696	3.92
21.3976	0.00204031	334.994	0.156813	0.142558	8.16124e-05	6.84724	3.96
21.3985	0.00182456	335.008	0.15682	0.142563	7.29825e-05	6.84752	4
21.3994	0.00163163	335.021	0.156826	0.142569	6.52651e-05	6.8478	4.04
21.4003	0.00145909	335.035	0.156832	0.142575	5.83638e-05	6.84808	4.08
21.4011	0.0013048	335.048	0.156838	0.14258	5.21922e-05	6.84836	4.12
21.402	0.00116683	335.062	0.156845	0.142586	4.66732e-05	6.84864	4.16
21.4029	0.00104345	335.075	0.156851	0.142592	4.17379e-05	6.84892	4.2
21.4037	0.000933109	335.089	0.156857	0.142597	3.73244e-05	6.84919	4.24
21.4046	0.000834439	335.102	0.156863	0.142603	3.33776e-05	6.84947	4.28
21.4055	0.000746203	335.116	0.15687	0.142609	2.98481e-05	6.84975	4.32
21.4063	0.000667297	335.129	0.156876	0.142614	2.66919e-05	6.85002	4.36
21.4072	0.000596735	335.143	0.156882	0.14262	2.38694e-05	6.8503	4.4
21.4081	0.000533635	335.156	0.156888	0.142626	2.13454e-05	6.85058	4.44
21.4089	0.000477206	335.169	0.156895	0.142632	1.90883e-05	6.85085	4.48
21.4098	0.000426745	335.183	0.156901	0.142637	1.70698e-05	6.85113	4.52
21.4106	0.00038162	335.196	0.156907	0.142643	1.52648e-05	6.8514	4.56
21.4115	0.000341266	335.21	0.156914	0.142649	1.36506e-05	6.85168	4.6
21.4124	0.00030518	335.223	0.15692	0.142654	1.22072e-05	6.85195	4.64
21.4132	0.000272909	335.237	0.156926	0.14266	1.09164e-05	6.85223	4.68
21.4141	0.000244051	335.25	0.156932	0.142666	9.76203e-06	6.8525	4.72
21.4149	0.000218244	335.263	0.156939	0.142671	8.72977e-06	6.85278	4.76
21.4158	0.000195166	335.277	0.156945	0.142677	7.80665e-06	6.85305	4.8
21.4166	0.000174529	335.29	0.156951	0.142683	6.98115e-06	6.85333	4.84
21.4175	0.000156074	335.304	0.156957	0.142689	6.24295e-06	6.8536	4.88
21.4184	0.00013957	335.317	0.156964	0.142694	5.5828e-06	6.85388	4.92
21.4192	0.000124811	335.331	0.15697	0.1427	4.99246e-06	6.85415	4.96
21.4201	0.000111613	335.344	0.156976	0.142706	4.46454e-06	6.85443	5
21.4209	9.98111e-05	335.357	0.156983	0.142711	3.99244e-06	6.8547	5.04
21.4218	8.92568e-05	335.371	0.156989	0.142717	3.57027e-06	6.85498	5.08
21.4227	7.98185e-05	335.384	0.156995	0.142723	3.19274e-06	6.85525	5.12
21.4235	7.13783e-05	335.398	0.157001	0.142728	2.85513e-06	6.85552	5.16
21.4244	6.38305e-05	335.411	0.157008	0.142734	2.55322e-06	6.8558	5.2
21.4252	5.70809e-05	335.424	0.157014	0.14274	2.28323e-06	6.85607	5.24
21.4261	5.1045e-05	335.438	0.15702	0.142746	2.0418e-06	6.85635	5.28
21.4269	4.56473e-05	335.451	0.157026	0.142751	1.82589e-06	6.85662	5.32
21.4278	4.08204e-05	335.465	0.157033	0.142757	1.63282e-06	6.8569	5.36
21.4287	3.6504e-05	335.478	0.157039	0.142763	1.46016e-06	6.85717	5.4
21.4295	3.26439e-05	335.492	0.157045	0.142768	1.30576e-06	6.85744	5.44
21.4304	2.9192e-05	335.505	0.157052	0.142774	1.16768e-06	6.85772	5.48
21.4312	2.61052e-05	335.518	0.157058	0.14278	1.04421e-06	6.85799	5.52
21.4321	2.33447e-05	335.532	0.157064	0.142786	9.3379e-07	6.85827	5.56
21.4329	2.08762e-05	335.545	0.15707	0.142791	8.35048e-07	6.85854	5.6
21.4338	1.86687e-05	335.559	0.157077	0.142797	7.46748e-07	6.85882	5.64
21.4347	1.66946e-05	335.572	0.157083	0.142803	6.67784e-07	6.85909	5.68
21.4355	1.49293e-05	335.586	0.157089	0.142808	5.97171e-07	6.85937	5.72
21.4364	1.33506e-05	335.599	0.157096	0.142814	5.34024e-07	6.85964	5.76
