x	v	u	e
0	0.00905119584541	0	0
0.001001001001	0.0180021913904	0.00895912105435	0.0093266301231
0.002002002002	0.0268539846377	0.0178190389826	0.679167582351
0.003003003003	0.0356075636497	0.0265807418556	1.07998661849
0.004004004004	0.0442639066478	0.0352452079026	1.36302951361
0.00500500500501	0.0528239821101	0.0438134056101	1.58154078067
0.00600600600601	0.0612887488687	0.0522862938179	1.75923694468
0.00700700700701	0.0696591562054	0.0606648218161	1.90876912151
0.00800800800801	0.0779361439475	0.0689499294395	2.03768889916
0.00900900900901	0.0861206425612	0.0771425471622	2.15086720607
0.01001001001	0.0942135732453	0.0852435961908	2.2516298773
0.011011011011	0.102215848023	0.0932539885564	2.34234909507
0.012012012012	0.110128369835	0.101174627206	2.4247763904
0.013013013013	0.117952032627	0.109006406095	2.50024189469
0.014014014014	0.125687721442	0.116750210271	2.56977953961
0.015015015015	0.133336312508	0.124406915971	2.63420895778
0.016016016016	0.140898673324	0.131977390701	2.69419089726
0.017017017017	0.148375662751	0.139462493329	2.75026580672
0.018018018018	0.155768131093	0.146863074167	2.8028813751
0.019019019019	0.163076920189	0.154179975059	2.85241261534
0.02002002002	0.170302863488	0.161414029464	2.89917679057
0.021021021021	0.177446786143	0.168566062538	2.94344469486
0.022022022022	0.184509505084	0.175636891222	2.98544930722
0.023023023023	0.191491829107	0.182627324316	3.0253925204
0.024024024024	0.198394558951	0.189538162566	3.0634504365
0.025025025025	0.205218487381	0.196370198745	3.09977758091
0.026026026026	0.211964399265	0.203124217725	3.13451028924
0.027027027027	0.218633071653	0.209800996565	3.16776945469
0.028028028028	0.225225273857	0.216401304582	3.19966277557
0.029029029029	0.231741767526	0.222925903432	3.23028660821
0.03003003003	0.238183306722	0.229375547183	3.25972750565
0.031031031031	0.244550637998	0.235750982395	3.28806350392
0.032032032032	0.25084450047	0.242052948189	3.31536520407
0.033033033033	0.257065625893	0.248282176327	3.34169668757
0.034034034034	0.263214738734	0.254439391282	3.36711629513
0.035035035035	0.269292556244	0.26052531031	3.39167729248
0.036036036036	0.27529978853	0.266540643524	3.41542844243
0.037037037037	0.281237138625	0.272486093965	3.43841449848
0.038038038038	0.287105302562	0.278362357669	3.46067663262
0.039039039039	0.292904969441	0.284170123743	3.48225280753
0.04004004004	0.298636821496	0.289910074428	3.50317810166
0.041041041041	0.30430153417	0.295582885171	3.52348499415
0.042042042042	0.309899776175	0.301189224689	3.54320361546
0.043043043043	0.315432209564	0.306729755043	3.56236196842
0.044044044044	0.320899489797	0.312205131696	3.58098612396
0.045045045045	0.326302265803	0.317616003584	3.59910039479
0.046046046046	0.331641180051	0.322963013179	3.61672748994
0.047047047047	0.336916868606	0.328246796555	3.63388865282
0.048048048048	0.342129961204	0.33346798345	3.6506037846
0.049049049049	0.347281081303	0.338627197329	3.66689155494
0.05005005005	0.352370846155	0.343725055449	3.68276950153
0.0510510510511	0.357399866863	0.348762168918	3.69825411974
0.0520520520521	0.362368748442	0.353739142756	3.71336094362
0.0530530530531	0.367278089885	0.35865657596	3.72810461911
0.0540540540541	0.372128484214	0.363515061558	3.74249897048
0.0550550550551	0.376920518548	0.368315186673	3.75655706061
0.0560560560561	0.381654774156	0.373057532581	3.77029124591
0.0570570570571	0.386331826519	0.377742674766	3.78371322628
0.0580580580581	0.390952245386	0.382371182982	3.79683409085
0.0590590590591	0.395516594831	0.386943621307	3.80966435969
0.0600600600601	0.400025433309	0.391460548203	3.82221402209
0.0610610610611	0.404479313714	0.395922516566	3.83449257165
0.0620620620621	0.408878783433	0.400330073789	3.84650903851
0.0630630630631	0.4132243844	0.40468376181	3.85827201905
0.0640640640641	0.417516653152	0.408984117171	3.86978970315
0.0650650650651	0.421756120882	0.413231671069	3.88106989946
0.0660660660661	0.425943313493	0.41742694941	3.89212005862
0.0670670670671	0.430078751648	0.421570472864	3.90294729487
0.0680680680681	0.434162950825	0.425662756913	3.91355840589
0.0690690690691	0.43819642137	0.429704311906	3.92395989138
0.0700700700701	0.442179668542	0.433695643106	3.93415797012
0.0710710710711	0.446113192572	0.437637250749	3.94415859598
0.0720720720721	0.449997488704	0.441529630083	3.95396747269
0.0730730730731	0.453833047252	0.445373271427	3.96359006767
0.0740740740741	0.457620353648	0.449168660215	3.97303162485
0.0750750750751	0.461359888485	0.452916277045	3.98229717672
0.0760760760761	0.465052127572	0.456616597731	3.99139155549
0.0770770770771	0.468697541979	0.460270093345	4.00031940357
0.0780780780781	0.472296598083	0.463877230269	4.00908518337
0.0790790790791	0.475849757616	0.467438470239	4.01769318647
0.0800800800801	0.479357477711	0.470954270392	4.02614754221
0.0810810810811	0.482820210949	0.474425083312	4.03445222574
0.0820820820821	0.486238405402	0.477851357076	4.04261106561
0.0830830830831	0.489612504681	0.481233535296	4.05062775086
0.0840840840841	0.492942947975	0.484572057168	4.05850583767
0.0850850850851	0.496230170103	0.487867357513	4.06624875574
0.0860860860861	0.49947460155	0.491119866819	4.07385981409
0.0870870870871	0.502676668516	0.49433001129	4.08134220672
0.0880880880881	0.505836792952	0.497498212882	4.08869901784
0.0890890890891	0.508955392611	0.500624889349	4.09593322683
0.0900900900901	0.512032881082	0.503710454285	4.10304771291
0.0910910910911	0.515069667835	0.506755317164	4.11004525959
0.0920920920921	0.518066158264	0.509759883381	4.11692855884
0.0930930930931	0.521022753721	0.512724554295	4.12370021504
0.0940940940941	0.523939851566	0.515649727265	4.13036274875
0.0950950950951	0.526817845195	0.518535795694	4.13691860023
0.0960960960961	0.529657124092	0.521383149067	4.14337013279
0.0970970970971	0.532458073856	0.524192172987	4.14971963603
0.0980980980981	0.535221076251	0.526963249221	4.15596932883
0.0990990990991	0.537946509233	0.529696755729	4.16212136218
0.1001001001	0.540634746997	0.532393066708	4.168177822
0.101101101101	0.543286160011	0.53505255263	4.17414073165
0.102102102102	0.545901115052	0.537675580274	4.18001205442
0.103103103103	0.548479975245	0.540262512768	4.18579369588
0.104104104104	0.551023100095	0.542813709621	4.1914875061
0.105105105105	0.553530845531	0.545329526765	4.19709528178
0.106106106106	0.556003563934	0.547810316584	4.20261876825
0.107107107107	0.558441604176	0.550256427951	4.20805966143
