x	v	u	e
0	0.0952538604667	0	6.95334847696e-310
0.010101010101	0.180304680427	0.0859755461889	0.092727185433
0.020202020202	0.256132728198	0.162720475828	0.555011338174
0.030303030303	0.323624091742	0.231121630534	0.915708859233
0.040404040404	0.383579727146	0.291980647643	1.15926630233
0.0505050505051	0.436723637765	0.346022146304	1.33892897879
0.0606060606061	0.483710267533	0.393901127085	1.47841317446
0.0707070707071	0.525131183967	0.436209660656	1.59036878062
0.0808080808081	0.561521119086	0.473482933848	1.68234522589
0.0909090909091	0.593363429942	0.506204714828	1.75921039395
0.10101010101	0.621095034528	0.534812293208	1.82428623812
0.111111111111	0.645110873461	0.559700945518	1.87994026892
0.121212121212	0.665767943006	0.581227971662	1.9279186018
0.131313131313	0.683388940617	0.599716343565	1.96954525366
0.141414141414	0.698265560239	0.615458003268	2.00584738642
0.151515151515	0.710661470999	0.628716844162	2.03763725039
0.161616161616	0.720815009725	0.639731405788	2.06556764006
0.171717171717	0.728941614772	0.64871730974	2.09017051939
0.181818181818	0.735236026016	0.655869461533	2.11188460023
0.191919191919	0.73987427349	0.661364040916	2.13107546338
0.20202020202	0.743015474945	0.66536030098	2.14805052066
0.212121212121	0.744803460721	0.668002194397	2.16307032993
0.222222222222	0.7453682425	0.669419843429	2.17635728184
0.232323232323	0.744827340949	0.6697308687	2.18810235957
0.242424242424	0.743286985806	0.669041590303	2.19847046373
0.252525252525	0.740843200674	0.66744811351	2.20760465367
0.262626262626	0.73758278358	0.665037310175	2.21562955999
0.272727272727	0.733584193336	0.661887705842	2.22265415543
0.282828282828	0.728918350737	0.658070281628	2.22877402407
0.292929292929	0.723649362787	0.653649199062	2.2340732337
0.30303030303	0.717835177337	0.648682455282	2.23862589206
0.313131313131	0.711528174835	0.643222475289	2.24249744838
0.323232323232	0.704775703221	0.637316647292	2.24574578857
0.333333333333	0.697620561428	0.631007806629	2.2484221616
0.343434343434	0.690101436436	0.624334673184	2.25057196685
0.353535353535	0.68225329833	0.617332246785	2.25223542639
0.363636363636	0.674107757407	0.610032164615	2.25344816091
0.373737373737	0.665693386968	0.602463024278	2.25424168489
0.383838383838	0.657036015104	0.594650675833	2.2546438335
0.393939393939	0.648158988445	0.586618485767	2.25467913129
0.40404040404	0.639083410564	0.578387575604	2.25436911106
0.414141414141	0.62982835749	0.569977037595	2.25373258995
0.424242424242	0.620411072498	0.561404129684	2.25278590814
0.434343434343	0.610847142198	0.552684451736	2.25154313515
0.444444444444	0.601150655699	0.543832104845	2.25001624746
0.454545454545	0.591334348483	0.534859835324	2.24821528067
