x	y	z	t
-1.48036	0.93919	0	4.105
-1.49494	0.919879	0	4.11
-1.50925	0.900397	0	4.115
-1.52328	0.880747	0	4.12
-1.53704	0.860933	0	4.125
-1.55052	0.840959	0	4.13
-1.56373	0.82083	0	4.135
-1.57666	0.80055	0	4.14
-1.5893	0.780123	0	4.145
-1.60167	0.759553	0	4.15
-1.61375	0.738844	0	4.155
-1.62555	0.718	0	4.16
-1.63706	0.697026	0	4.165
-1.64829	0.675926	0	4.17
-1.65923	0.654704	0	4.175
-1.66989	0.633364	0	4.18
-1.68025	0.611909	0	4.185
-1.69033	0.590346	0	4.19
-1.70011	0.568676	0	4.195
-1.70961	0.546905	0	4.2
-1.71881	0.525037	0	4.205
-1.72773	0.503075	0	4.21
-1.73635	0.481024	0	4.215
-1.74467	0.458887	0	4.22
-1.75271	0.43667	0	4.225
-1.76045	0.414376	0	4.23
-1.7679	0.392008	0	4.235
-1.77505	0.369571	0	4.24
-1.78191	0.347069	0	4.245
-1.78848	0.324506	0	4.25
-1.79475	0.301885	0	4.255
-1.80073	0.279212	0	4.26
-1.80641	0.256488	0	4.265
-1.8118	0.23372	0	4.27
-1.8169	0.210909	0	4.275
-1.8217	0.188061	0	4.28
-1.82621	0.165179	0	4.285
-1.83043	0.142266	0	4.29
-1.83435	0.119327	0	4.295
-1.83799	0.0963657	0	4.3
-1.84133	0.0733851	0	4.305
-1.84438	0.0503893	0	4.31
-1.84714	0.0273819	0	4.315
-1.84961	0.00436657	0	4.32
-1.8518	-0.018653	0	4.325
-1.85369	-0.0416733	0	4.33
-1.85529	-0.0646907	0	4.335
-1.85661	-0.0877017	0	4.34
-1.85765	-0.110703	0	4.345
-1.85839	-0.13369	0	4.35
-1.85885	-0.156661	0	4.355
-1.85903	-0.179611	0	4.36
-1.85893	-0.202537	0	4.365
-1.85854	-0.225436	0	4.37
-1.85788	-0.248305	0	4.375
-1.85693	-0.271139	0	4.38
-1.85571	-0.293937	0	4.385
-1.85421	-0.316694	0	4.39
-1.85243	-0.339407	0	4.395
-1.85038	-0.362073	0	4.4
-1.84805	-0.384689	0	4.405
-1.84545	-0.407252	0	4.41
-1.84258	-0.429758	0	4.415
-1.83944	-0.452205	0	4.42
-1.83604	-0.474589	0	4.425
-1.83236	-0.496907	0	4.43
-1.82842	-0.519157	0	4.435
-1.82422	-0.541335	0	4.44
-1.81975	-0.563439	0	4.445
-1.81502	-0.585465	0	4.45
-1.81003	-0.60741	0	4.455
-1.80478	-0.629273	0	4.46
-1.79928	-0.651049	0	4.465
-1.79352	-0.672736	0	4.47
-1.78751	-0.694331	0	4.475
-1.78124	-0.715832	0	4.48
-1.77473	-0.737236	0	4.485
-1.76797	-0.75854	0	4.49
-1.76096	-0.779741	0	4.495
-1.7537	-0.800837	0	4.5
-1.7462	-0.821826	0	4.505
-1.73846	-0.842704	0	4.51
-1.73048	-0.863469	0	4.515
-1.72227	-0.884119	0	4.52
-1.71381	-0.904651	0	4.525
-1.70512	-0.925063	0	4.53
-1.6962	-0.945353	0	4.535
-1.68705	-0.965517	0	4.54
-1.67767	-0.985554	0	4.545
-1.66807	-1.00546	0	4.55
-1.65824	-1.02524	0	4.555
-1.64818	-1.04488	0	4.56
-1.63791	-1.06438	0	4.565
-1.62741	-1.08375	0	4.57
-1.6167	-1.10297	0	4.575
-1.60578	-1.12205	0	4.58
-1.59464	-1.14099	0	4.585
-1.58329	-1.15978	0	4.59
-1.57173	-1.17842	0	4.595
-1.55997	-1.1969	0	4.6
-1.548	-1.21524	0	4.605
-1.53583	-1.23342	0	4.61
-1.52346	-1.25144	0	4.615
-1.51089	-1.2693	0	4.62
-1.49812	-1.287	0	4.625
-1.48516	-1.30454	0	4.63
-1.47201	-1.32191	0	4.635
-1.45866	-1.33912	0	4.64
-1.44513	-1.35616	0	4.645
-1.43142	-1.37303	0	4.65
-1.41752	-1.38972	0	4.655
-1.40344	-1.40625	0	4.66
-1.38918	-1.42259	0	4.665
-1.37475	-1.43876	0	4.67
-1.36014	-1.45475	0	4.675
-1.34536	-1.47057	0	4.68
-1.3304	-1.4862	0	4.685
-1.31529	-1.50164	0	4.69
-1.3	-1.5169	0	4.695
-1.28455	-1.53198	0	4.7
-1.26894	-1.54687	0	4.705
-1.25318	-1.56156	0	4.71
-1.23725	-1.57607	0	4.715
-1.22117	-1.59039	0	4.72
-1.20494	-1.60451	0	4.725
-1.18857	-1.61844	0	4.73
-1.17204	-1.63217	0	4.735
-1.15537	-1.6457	0	4.74
-1.13855	-1.65904	0	4.745
-1.1216	-1.67217	0	4.75
-1.10451	-1.68511	0	4.755
-1.08728	-1.69784	0	4.76
-1.06992	-1.71037	0	4.765
-1.05243	-1.72269	0	4.77
-1.03481	-1.73481	0	4.775
-1.01706	-1.74673	0	4.78
-0.999188	-1.75843	0	4.785
-0.981196	-1.76993	0	4.79
-0.963084	-1.78121	0	4.795
-0.944856	-1.79229	0	4.8
-0.926513	-1.80315	0	4.805
-0.908058	-1.8138	0	4.81
-0.889493	-1.82424	0	4.815
-0.870821	-1.83446	0	4.82
-0.852044	-1.84447	0	4.825
-0.833165	-1.85426	0	4.83
-0.814184	-1.86384	0	4.835
-0.795107	-1.87319	0	4.84
-0.775933	-1.88233	0	4.845
-0.756667	-1.89125	0	4.85
-0.737309	-1.89995	0	4.855
-0.717864	-1.90843	0	4.86
-0.698332	-1.91668	0	4.865
-0.678717	-1.92472	0	4.87
-0.659021	-1.93253	0	4.875
-0.639245	-1.94012	0	4.88
-0.619394	-1.94748	0	4.885
-0.599468	-1.95462	0	4.89
-0.579471	-1.96153	0	4.895
-0.559405	-1.96822	0	4.9
-0.539271	-1.97468	0	4.905
-0.519073	-1.98092	0	4.91
-0.498814	-1.98692	0	4.915
-0.478494	-1.9927	0	4.92
-0.458118	-1.99825	0	4.925
-0.437686	-2.00358	0	4.93
-0.417202	-2.00867	0	4.935
-0.396668	-2.01354	0	4.94
-0.376086	-2.01817	0	4.945
-0.355459	-2.02258	0	4.95
-0.334789	-2.02675	0	4.955
-0.314078	-2.0307	0	4.96
-0.293329	-2.03441	0	4.965
-0.272545	-2.0379	0	4.97
-0.251727	-2.04115	0	4.975
-0.230879	-2.04417	0	4.98
-0.210001	-2.04696	0	4.985
-0.189098	-2.04951	0	4.99
-0.168171	-2.05184	0	4.995
-0.147222	-2.05393	0	5
