x	y	z	t
0.865044	0.501954	0	4.08
0.848854	0.528876	0	4.085
0.831826	0.555277	0	4.09
0.813978	0.58113	0	4.095
0.795326	0.60641	0	4.1
0.775891	0.631091	0	4.105
0.755689	0.65515	0	4.11
0.734742	0.678563	0	4.115
0.713071	0.701306	0	4.12
0.690695	0.723357	0	4.125
0.667639	0.744695	0	4.13
0.643924	0.765298	0	4.135
0.619573	0.785146	0	4.14
0.594612	0.804219	0	4.145
0.569063	0.822499	0	4.15
0.542954	0.839968	0	4.155
0.516309	0.856608	0	4.16
0.489154	0.872403	0	4.165
0.461517	0.887338	0	4.17
0.433425	0.901397	0	4.175
0.404905	0.914568	0	4.18
0.375986	0.926836	0	4.185
0.346696	0.938189	0	4.19
0.317064	0.948618	0	4.195
0.287119	0.958111	0	4.2
0.256892	0.966658	0	4.205
0.22641	0.974253	0	4.21
0.195706	0.980886	0	4.215
0.164808	0.986552	0	4.22
0.133748	0.991245	0	4.225
0.102556	0.99496	0	4.23
0.0712622	0.997694	0	4.235
0.0398987	0.999443	0	4.24
0.00849575	1.00021	0	4.245
-0.0229155	0.999985	0	4.25
-0.0543042	0.998777	0	4.255
-0.0856394	0.996583	0	4.26
-0.11689	0.993407	0	4.265
-0.148025	0.989251	0	4.27
-0.179015	0.984119	0	4.275
-0.209828	0.978017	0	4.28
-0.240434	0.97095	0	4.285
-0.270803	0.962926	0	4.29
-0.300904	0.953952	0	4.295
-0.330709	0.944038	0	4.3
-0.360188	0.933192	0	4.305
-0.389312	0.921427	0	4.31
-0.418052	0.908753	0	4.315
-0.44638	0.895182	0	4.32
-0.474267	0.880729	0	4.325
-0.501687	0.865408	0	4.33
-0.528612	0.849233	0	4.335
-0.555016	0.832221	0	4.34
-0.580873	0.814388	0	4.345
-0.606157	0.795752	0	4.35
-0.630843	0.776332	0	4.355
-0.654907	0.756146	0	4.36
-0.678326	0.735214	0	4.365
-0.701075	0.713558	0	4.37
-0.723134	0.691198	0	4.375
-0.744479	0.668157	0	4.38
-0.765091	0.644457	0	4.385
-0.784948	0.620121	0	4.39
-0.804031	0.595174	0	4.395
-0.822321	0.56964	0	4.4
-0.839801	0.543545	0	4.405
-0.856453	0.516914	0	4.41
-0.87226	0.489773	0	4.415
-0.887208	0.462149	0	4.42
-0.90128	0.43407	0	4.425
-0.914464	0.405563	0	4.43
-0.926747	0.376655	0	4.435
-0.938116	0.347377	0	4.44
-0.94856	0.317756	0	4.445
-0.958069	0.287822	0	4.45
-0.966633	0.257604	0	4.455
-0.974244	0.227132	0	4.46
-0.980895	0.196436	0	4.465
-0.986579	0.165546	0	4.47
-0.99129	0.134493	0	4.475
-0.995024	0.103308	0	4.48
-0.997777	0.0720208	0	4.485
-0.999547	0.0406626	0	4.49
-1.00033	0.00926434	0	4.495
-1.00013	-0.0221431	0	4.5
-0.99894	-0.0535287	0	4.505
-0.996767	-0.0848615	0	4.51
-0.993611	-0.116111	0	4.515
-0.989476	-0.147245	0	4.52
-0.984365	-0.178235	0	4.525
-0.978284	-0.209049	0	4.53
-0.971238	-0.239656	0	4.535
-0.963235	-0.270028	0	4.54
-0.954282	-0.300133	0	4.545
-0.944389	-0.329942	0	4.55
-0.933564	-0.359426	0	4.555
-0.921819	-0.388556	0	4.56
-0.909165	-0.417303	0	4.565
-0.895615	-0.445638	0	4.57
-0.881182	-0.473534	0	4.575
-0.86588	-0.500963	0	4.58
-0.849724	-0.527898	0	4.585
-0.832731	-0.554313	0	4.59
-0.814917	-0.580181	0	4.595
-0.796299	-0.605477	0	4.6
-0.776896	-0.630176	0	4.605
-0.756727	-0.654254	0	4.61
-0.735812	-0.677687	0	4.615
-0.714172	-0.700451	0	4.62
-0.691827	-0.722525	0	4.625
-0.6688	-0.743887	0	4.63
-0.645114	-0.764515	0	4.635
-0.620792	-0.78439	0	4.64
-0.595858	-0.803491	0	4.645
-0.570336	-0.821799	0	4.65
-0.544252	-0.839298	0	4.655
-0.517631	-0.855969	0	4.66
-0.4905	-0.871795	0	4.665
-0.462885	-0.886763	0	4.67
-0.434814	-0.900856	0	4.675
-0.406314	-0.91406	0	4.68
-0.377413	-0.926363	0	4.685
-0.34814	-0.937753	0	4.69
-0.318524	-0.948218	0	4.695
-0.288594	-0.957748	0	4.7
-0.258379	-0.966333	0	4.705
-0.227909	-0.973966	0	4.71
-0.197215	-0.980638	0	4.715
-0.166326	-0.986343	0	4.72
-0.135273	-0.991076	0	4.725
-0.104087	-0.994831	0	4.73
-0.0727979	-0.997605	0	4.735
-0.0414372	-0.999395	0	4.74
-0.0100356	-1.0002	0	4.745
0.0213759	-1.00002	0	4.75
0.0527664	-0.998849	0	4.755
0.0841047	-0.996696	0	4.76
0.11536	-0.993559	0	4.765
0.146502	-0.989443	0	4.77
0.177499	-0.984351	0	4.775
0.208321	-0.978288	0	4.78
0.238938	-0.971261	0	4.785
0.269319	-0.963275	0	4.79
0.299434	-0.954339	0	4.795
0.329254	-0.944462	0	4.8
0.358749	-0.933653	0	4.805
0.387891	-0.921924	0	4.81
0.416649	-0.909285	0	4.815
0.444997	-0.895749	0	4.82
0.472906	-0.88133	0	4.825
0.500348	-0.866041	0	4.83
0.527297	-0.849898	0	4.835
0.553726	-0.832917	0	4.84
0.579609	-0.815114	0	4.845
0.604919	-0.796507	0	4.85
0.629633	-0.777114	0	4.855
0.653726	-0.756955	0	4.86
0.677175	-0.736049	0	4.865
0.699955	-0.714417	0	4.87
0.722044	-0.69208	0	4.875
0.743422	-0.66906	0	4.88
0.764065	-0.645381	0	4.885
0.783956	-0.621065	0	4.89
0.803072	-0.596136	0	4.895
0.821397	-0.570619	0	4.9
0.838911	-0.544539	0	4.905
0.855598	-0.517922	0	4.91
0.871441	-0.490794	0	4.915
0.886423	-0.463181	0	4.92
0.900532	-0.435112	0	4.925
0.913752	-0.406614	0	4.93
0.92607	-0.377714	0	4.935
0.937475	-0.348442	0	4.94
0.947955	-0.318826	0	4.945
0.9575	-0.288896	0	4.95
0.9661	-0.25868	0	4.955
0.973747	-0.228209	0	4.96
0.980434	-0.197513	0	4.965
0.986153	-0.166623	0	4.97
0.990899	-0.135568	0	4.975
0.994668	-0.104379	0	4.98
0.997455	-0.0730869	0	4.985
0.999258	-0.0417229	0	4.99
1.00008	-0.0103178	0	4.995
0.999906	0.0210975	0	5
